doh_id,insp_rpt,name,address,phone_num,yelp_id,lat,lon,insp_date,insp_timein,insp_type,crit_viol,non_crit_viol,crit_viol_cos,crit_viol_rpt,non_crit_viol_cos,non_crit_viol_rpt,crit_viol_tbr,non_crit_viol_tbr,yelp_cat,yelp_rating,yelp_reviews,risk,insp_name,insp_badge,license_number,crime_count,311_count,construction_count,avg_high_temp
1624,811324,ALERO RESTAURANT,"1301 U ST NW UNIT 113 Washington, DC 20009",2024622322,alero-restaurant-washington-4,38.9172897,-77.0304234,2015-06-15,12:35:00,Routine,7,3,2,0,1,0,5,2,"[[Mexican, mexican]]",2.5,456,3,Jaime Hernandez,607,931364003905,33,0,10,87.32
1624,822046,ALERO RESTAURANT,"1301 U ST NW UNIT 113 Washington, DC 20009",2024622322,alero-restaurant-washington-4,38.9172897,-77.0304234,2016-02-05,11:00:00,Routine,6,0,0,0,0,0,6,0,"[[Mexican, mexican]]",2.5,456,3,Temesgen Jemaneh,422,931364003905,27,0,17,34.22
1660,200122,CAFE CANTINA,"1325 G ST NW Washington, DC 20005",2023934404,cafe-cantina-washington-3,38.8985685,-77.0310082,2013-11-25,10:00:00,Routine,5,1,1,0,0,0,4,1,"[[Pizza, pizza]]",3.0,37,3,Temesgen Jemaneh,422,931364000619,17,0,3,37.15
1660,202616,CAFE CANTINA,"1325 G ST NW Washington, DC 20005",2023934404,cafe-cantina-washington-3,38.8985685,-77.0310082,2014-03-28,09:52:00,Routine,11,6,5,0,3,0,6,3,"[[Pizza, pizza]]",3.0,37,3,Laura Wildey,89,931364000619,16,0,6,67.43
1660,205425,CAFE CANTINA,"1325 G ST NW Washington, DC 20005",2023934404,cafe-cantina-washington-3,38.8985685,-77.0310082,2014-08-11,13:30:00,Routine,1,1,0,0,0,0,1,1,"[[Pizza, pizza]]",3.0,37,3,SHARON CAVE,124,931364000619,24,0,7,84.83
1660,813946,CAFE CANTINA,"1325 G ST NW Washington, DC 20005",2023934404,cafe-cantina-washington-3,38.8985685,-77.0310082,2015-10-07,11:30:00,Routine,3,0,3,0,0,0,0,0,"[[Pizza, pizza]]",3.0,37,3,SHARON CAVE,124,931364000619,19,2,4,76.88
1675,153434,CAFÉ MOZART,"1331 H ST NW Washington, DC 20005",2023475732,cafe-mozart-washington,38.90053,-77.0304647,2013-12-11,12:30:00,Routine,3,0,0,0,0,0,3,0,"[[Delis, delis], [German, german], [Cafes, cafes]]",3.5,342,3,R ESPY-HARLAN,59,931350004724,16,0,10,36.99
1675,205423,CAFÉ MOZART,"1331 H ST NW Washington, DC 20005",2023475732,cafe-mozart-washington,38.90053,-77.0304647,2014-08-14,12:30:00,Routine,4,4,2,0,0,0,2,4,"[[Delis, delis], [German, german], [Cafes, cafes]]",3.5,342,3,Carolene Bailey,107,931350004724,25,0,11,86.91
1675,812344,CAFÉ MOZART,"1331 H ST NW Washington, DC 20005",2023475732,cafe-mozart-washington,38.90053,-77.0304647,2015-07-29,10:15:00,Routine,3,1,3,0,0,0,0,1,"[[Delis, delis], [German, german], [Cafes, cafes]]",3.5,342,3,Alice Jackson,54,931350004724,16,0,7,93.21
1678,199333,GRILL KABOB,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",2023470050,grill-kabob-washington,38.8963588,-77.0308386,2013-10-11,11:00:00,Routine,5,0,0,0,0,0,5,0,"[[Middle Eastern, mideastern], [Halal, halal], [Afghan, afghani]]",3.5,30,3,R ESPY-HARLAN,59,931367000193,15,0,4,82.68
1678,204557,GRILL KABOB,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",2023470050,grill-kabob-washington,38.8963588,-77.0308386,2014-06-25,10:00:00,Routine,8,1,3,0,0,0,5,1,"[[Middle Eastern, mideastern], [Halal, halal], [Afghan, afghani]]",3.5,30,3,JEMAL YASIN,26,931367000193,20,0,7,82.17
1678,405519,GRILL KABOB,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",2023470050,grill-kabob-washington,38.8963588,-77.0308386,2014-11-04,12:24:00,Routine,6,1,3,0,1,0,3,0,"[[Middle Eastern, mideastern], [Halal, halal], [Afghan, afghani]]",3.5,30,3,Denise T. Lucas,603,931367000193,15,0,3,51.68
1678,611720,GRILL KABOB,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",2023470050,grill-kabob-washington,38.8963588,-77.0308386,2015-04-21,12:22:00,Routine,8,3,2,0,0,0,6,3,"[[Middle Eastern, mideastern], [Halal, halal], [Afghan, afghani]]",3.5,30,3,Victoria Fletcher,87,931367000193,18,0,3,65.7
1678,814029,GRILL KABOB,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",2023470050,grill-kabob-washington,38.8963588,-77.0308386,2015-10-13,10:00:00,Routine,5,1,0,0,0,0,5,1,"[[Middle Eastern, mideastern], [Halal, halal], [Afghan, afghani]]",3.5,30,3,Joyce Moore,64,931367000193,24,0,8,74.61
1678,824165,GRILL KABOB,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",2023470050,grill-kabob-washington,38.8963588,-77.0308386,2016-04-28,12:55:00,Routine,5,1,1,0,0,0,4,1,"[[Middle Eastern, mideastern], [Halal, halal], [Afghan, afghani]]",3.5,30,3,Jaime Hernandez,607,931367000193,18,0,9,78.32
1695,200706,COSI,"1333 H ST NW Washington, DC 20005",2022895888,cosi-washington-11,38.9004793,-77.0311952,2013-12-20,13:00:00,Routine,2,0,2,0,0,0,0,0,"[[Sandwiches, sandwiches], [Delis, delis], [American (New), newamerican]]",3.5,66,2,Alice Jackson,54,931370104337,27,1,8,39.41
1695,610639,COSI,"1333 H ST NW Washington, DC 20005",2022895888,cosi-washington-11,38.9004793,-77.0311952,2015-03-17,09:40:00,Routine,5,1,2,0,0,0,3,1,"[[Sandwiches, sandwiches], [Delis, delis], [American (New), newamerican]]",3.5,66,2,Douglas Dalier,82,931370104337,13,0,8,61.05
1695,821987,COSI,"1333 H ST NW Washington, DC 20005",2022895888,cosi-washington-11,38.9004793,-77.0311952,2016-02-03,12:30:00,Routine,1,2,1,0,0,0,0,2,"[[Sandwiches, sandwiches], [Delis, delis], [American (New), newamerican]]",3.5,66,2,Victoria Grover-Fletcher,87,931370104337,24,0,8,31.14
1697,404444,FRONT PAGE RESTAURANT & GRILL,"1333 NEW HAMPSHIRE AVE NW WASHINGTON, DC 20036",2022966500,the-front-page-washington,38.9084482,-77.0439697,2014-09-25,11:03:00,Routine,5,4,1,0,0,0,4,4,"[[Bars, bars], [American (Traditional), tradamerican]]",3.0,553,3,Douglas Dalier,82,931370110137,22,0,15,71.18
1697,811660,FRONT PAGE RESTAURANT & GRILL,"1333 NEW HAMPSHIRE AVE NW WASHINGTON, DC 20036",2022966500,the-front-page-washington,38.9084482,-77.0439697,2015-06-26,10:07:00,Routine,6,3,2,0,0,0,4,3,"[[Bars, bars], [American (Traditional), tradamerican]]",3.0,553,3,VICTOR CURRIE,88,931370110137,27,0,6,73.51
1720,198325,COSI,"1350 CONNECTICUT AVE NW WASHINGTON, DC 20036",2022969341,cosi-washington-8,38.9082642,-77.0427914,2013-08-22,08:42:00,Routine,3,2,0,0,0,0,3,2,"[[Sandwiches, sandwiches]]",2.0,13,3,Carolene Bailey,107,931371100350,24,0,10,74.36
1720,205680,COSI,"1350 CONNECTICUT AVE NW WASHINGTON, DC 20036",2022969341,cosi-washington-8,38.9082642,-77.0427914,2014-08-25,11:10:00,Routine,4,1,1,0,0,0,3,1,"[[Sandwiches, sandwiches]]",2.0,13,3,Douglas Dalier,82,931371100350,27,0,16,91.58
1720,812129,COSI,"1350 CONNECTICUT AVE NW WASHINGTON, DC 20036",2022969341,cosi-washington-8,38.9082642,-77.0427914,2015-07-20,09:42:00,Routine,3,3,0,0,0,0,3,3,"[[Sandwiches, sandwiches]]",2.0,13,3,VICTOR CURRIE,88,931371100350,17,0,2,99.99
1741,119356,FIVE GUYS BURGERS & FRIES,"1400 I ST NW WASHINGTON, DC 20005",2024503412,five-guys-burgers-and-fries-washington-2,38.9010349,-77.0322568,2014-03-24,11:00:00,Routine,0,2,0,0,0,0,0,2,"[[Burgers, burgers], [Fast Food, hotdogs]]",4.0,87,3,Joyce Moore,64,931315000179,25,0,17,64.59
1741,198505,FIVE GUYS BURGERS & FRIES,"1400 I ST NW WASHINGTON, DC 20005",2024503412,five-guys-burgers-and-fries-washington-2,38.9010349,-77.0322568,2013-08-29,10:35:00,Routine,0,2,0,0,0,0,0,2,"[[Burgers, burgers], [Fast Food, hotdogs]]",4.0,87,3,Denise Lucas,603,931315000179,20,0,8,87.51
1741,611290,FIVE GUYS BURGERS & FRIES,"1400 I ST NW WASHINGTON, DC 20005",2024503412,five-guys-burgers-and-fries-washington-2,38.9010349,-77.0322568,2015-04-07,09:50:00,Routine,2,1,1,0,0,0,1,1,"[[Burgers, burgers], [Fast Food, hotdogs]]",4.0,87,3,VICTOR CURRIE,88,931315000179,12,0,10,64.13
1766,200397,AU BON PAIN,"1401 I ST NW Washington, DC 20001",2028422467,au-bon-pain-washington-7,38.90169,-77.0322484,2013-12-05,11:30:00,Routine,3,1,1,0,1,0,2,0,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",3.5,41,2,R ESPY-HARLAN,59,931369008977,18,0,11,43.31
1766,405501,AU BON PAIN,"1401 I ST NW Washington, DC 20001",2028422467,au-bon-pain-washington-7,38.90169,-77.0322484,2014-11-04,14:05:00,Routine,3,1,2,0,0,0,1,1,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",3.5,41,2,ALEMAYEHU TEKLESELASSIE,29,931369008977,28,0,11,51.68
1766,810128,AU BON PAIN,"1401 I ST NW Washington, DC 20001",2028422467,au-bon-pain-washington-7,38.90169,-77.0322484,2015-05-05,11:00:00,Routine,2,2,0,0,0,0,2,2,"[[Bakeries, bakeries], [Soup, soup], [Sandwiches, sandwiches], [Breakfast & Brunch, breakfast_brunch]]",3.5,41,2,Jaime Hernandez,607,931369008977,18,0,12,75.95
1767,198746,DC COAST,"1401 K ST NW Washington, DC 20005",2022165988,dc-coast-washington-2,38.9029372,-77.0323289,2013-09-12,14:05:00,Routine,7,3,0,0,0,0,7,3,"[[American (New), newamerican]]",3.5,343,2,ROSS GATERETSE,624,931339804963,26,0,9,87.52
1767,202716,DC COAST,"1401 K ST NW Washington, DC 20005",2022165988,dc-coast-washington-2,38.9029372,-77.0323289,2014-03-31,12:30:00,Routine,6,3,2,0,0,0,4,3,"[[American (New), newamerican]]",3.5,343,2,R ESPY-HARLAN,59,931339804963,29,0,14,62.95
1767,607637,DC COAST,"1401 K ST NW Washington, DC 20005",2022165988,dc-coast-washington-2,38.9029372,-77.0323289,2015-02-05,11:45:00,Routine,4,1,2,0,0,0,2,1,"[[American (New), newamerican]]",3.5,343,2,ALEMAYEHU TEKLESELASSIE,29,931339804963,11,0,7,28.22
1817,183631,El POLO SABROSO,"1434 PARK RD NW Washington, DC 20010",2029860022,el-pollo-sabroso-washington-2,38.9305433,-77.0340013,2013-07-17,10:45:00,Routine,6,0,5,0,0,0,1,0,"[[Latin American, latin], [Peruvian, peruvian]]",3.5,61,2,A. Jackson,54,931367005302,28,0,7,89.87
1817,201844,El POLO SABROSO,"1434 PARK RD NW Washington, DC 20010",2029860022,el-pollo-sabroso-washington-2,38.9305433,-77.0340013,2014-02-19,23:45:00,Routine,3,0,2,0,0,0,1,0,"[[Latin American, latin], [Peruvian, peruvian]]",3.5,61,2,VICTOR  CURRIE,88,931367005302,14,0,13,42.2
1817,607858,El POLO SABROSO,"1434 PARK RD NW Washington, DC 20010",2029860022,el-pollo-sabroso-washington-2,38.9305433,-77.0340013,2015-02-13,13:45:00,Routine,3,1,1,0,0,0,2,1,"[[Latin American, latin], [Peruvian, peruvian]]",3.5,61,2,Douglas Dalier,82,931367005302,15,0,3,43.43
1817,819806,El POLO SABROSO,"1434 PARK RD NW Washington, DC 20010",2029860022,el-pollo-sabroso-washington-2,38.9305433,-77.0340013,2015-10-23,10:20:00,Routine,1,3,0,1,1,1,1,2,"[[Latin American, latin], [Peruvian, peruvian]]",3.5,61,2,FANG,611,931367005302,24,0,19,64.47
1829,607936,COMMISSARY,"1443 P ST NW Washington, DC 20005",2022990018,commissary-washington,38.9098773,-77.0334769,2015-02-19,12:35:00,Routine,0,3,0,0,1,0,0,2,"[[American (New), newamerican], [Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches]]",3.5,747,2,ALEMAYEHU TEKLESELASSIE,29,931365001915,13,0,17,49.15
1857,611433,CORNERSTONE CAFE,"1501 M ST NW Washington, DC 20005",,cornerstone-cafe-washington,38.9059552,-77.0348578,2015-04-09,13:13:00,Routine,6,1,2,0,1,0,4,0,"[[Buffets, buffets]]",4.0,27,3,VICTOR CURRIE,88,931365005982,19,0,17,69.58
1883,200976,CAFÉ BONAPARTE,"1522 WISCONSIN AVE NW Washington, DC 20007",2023338830,café-bonaparte-washington-2,38.9094014,-77.064615,2014-01-09,11:05:00,Routine,1,2,1,0,0,0,0,2,"[[French, french], [Creperies, creperies]]",3.5,452,2,Joyce Moore,64,931353001334,6,0,4,26.38
1883,810877,CAFÉ BONAPARTE,"1522 WISCONSIN AVE NW Washington, DC 20007",2023338830,café-bonaparte-washington-2,38.9094014,-77.064615,2015-06-02,10:20:00,Routine,5,1,3,0,0,0,2,1,"[[French, french], [Creperies, creperies]]",3.5,452,2,ALEMAYEHU TEKLESELASSIE,29,931353001334,6,0,4,82.27
1889,199247,GREAT WALL SZECHUAN HOUSE,"1527 14TH ST NW Washington, DC 20005",2027978888,great-wall-szechuan-house-washington,38.9105705,-77.0316188,2013-10-04,13:55:00,Routine,4,0,3,0,0,0,1,0,"[[Chinese, chinese]]",3.5,382,3,Carolene Bailey,107,931350004124,13,0,21,80.04
1889,611107,GREAT WALL SZECHUAN HOUSE,"1527 14TH ST NW Washington, DC 20005",2027978888,great-wall-szechuan-house-washington,38.9105705,-77.0316188,2015-03-30,12:35:00,Routine,4,2,1,0,0,0,3,2,"[[Chinese, chinese]]",3.5,382,3,ALEMAYEHU TEKLESELASSIE,29,931350004124,19,0,14,68.59
1904,198956,EYE STREET GRILLE,"1575 I ST NW Washington, DC 20005",2022897561,the-eye-street-grill-washington,38.9016662,-77.0354652,2013-09-23,10:30:00,Routine,5,3,1,0,0,0,4,3,"[[Sandwiches, sandwiches], [Fast Food, hotdogs]]",4.0,28,3,ROSS GATERETSE,624,931340001111,15,0,13,83.18
1904,202928,EYE STREET GRILLE,"1575 I ST NW Washington, DC 20005",2022897561,the-eye-street-grill-washington,38.9016662,-77.0354652,2014-04-03,10:20:00,Routine,5,4,1,0,0,0,4,4,"[[Sandwiches, sandwiches], [Fast Food, hotdogs]]",4.0,28,3,R ESPY-HARLAN,59,931340001111,13,0,13,70.0
1924,205690,BASIL THAI RESTAURANT,"1608 WISCONSIN AVE NW Washington, DC 20007",2029448660,basil-thai-restaurant-washington,38.9110713,-77.0655063,2014-08-25,14:00:00,Routine,3,5,2,0,0,0,1,5,"[[Thai, thai]]",3.5,107,3,Joyce Moore,64,9313039900799,11,0,5,91.58
1928,183721,DARLINGTON HOUSE,"1610 20TH ST NW Washington, DC 20009",2023323722,darlington-house-washington,38.9116323,-77.0451698,2013-07-19,13:15:00,Routine,2,1,1,0,0,0,1,1,"[[American (New), newamerican], [Italian, italian]]",3.0,258,2,Carolene Bailey,107,931368002036,11,0,4,90.51
1928,202147,DARLINGTON HOUSE,"1610 20TH ST NW Washington, DC 20009",2023323722,darlington-house-washington,38.9116323,-77.0451698,2014-03-05,14:20:00,Routine,3,0,2,0,0,0,1,0,"[[American (New), newamerican], [Italian, italian]]",3.0,258,2,C BASSEY,612,931368002036,7,0,6,49.04
1928,606610,DARLINGTON HOUSE,"1610 20TH ST NW Washington, DC 20009",2023323722,darlington-house-washington,38.9116323,-77.0451698,2014-12-15,12:09:00,Routine,4,4,3,0,2,0,1,2,"[[American (New), newamerican], [Italian, italian]]",3.0,258,2,VICTOR CURRIE,88,931368002036,14,0,11,24.12
1948,405222,CHI CHA LOUNGE  ,"1624 U ST NW Washington, DC 20009",2022348400,chi-cha-lounge-washington,38.9167767,-77.037886,2014-10-25,19:25:00,Routine,9,1,0,0,0,0,9,1,"[[Latin American, latin], [Lounges, lounges], [Hookah Bars, hookah_bars]]",3.0,365,2,Temesgen Jemaneh,422,931339802475,18,0,7,72.57
1950,202782,BLT STEAK,"1625 I ST NW WASHINGTON, DC 20006",,blt-steak-washington,38.9017197,-77.0375161,2014-04-03,12:11:00,Routine,5,2,3,0,1,0,2,1,"[[Steakhouses, steak], [Bars, bars]]",4.0,550,3,Douglas Dalier,82,931369006228,10,0,16,70.0
1950,205248,BLT STEAK,"1625 I ST NW WASHINGTON, DC 20006",,blt-steak-washington,38.9017197,-77.0375161,2014-08-05,17:15:00,Routine,5,1,5,0,0,0,0,1,"[[Steakhouses, steak], [Bars, bars]]",4.0,550,3,A. Jackson,54,931369006228,32,0,5,77.55
1950,812924,BLT STEAK,"1625 I ST NW WASHINGTON, DC 20006",,blt-steak-washington,38.9017197,-77.0375161,2015-08-26,13:30:00,Routine,3,0,3,0,0,0,0,0,"[[Steakhouses, steak], [Bars, bars]]",4.0,550,3,Alice Jackson,54,931369006228,18,0,11,86.06
1953,192156,GALLEY CAFE,"1625 MASSACHUSETTS AVE NW Washington, DC 20036",2029390263,galley-cafe-washington,38.9081451,-77.0379663,2013-08-22,23:45:00,Routine,3,2,2,0,0,0,1,2,"[[Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch], [Cafes, cafes]]",4.0,14,3,Denise T. Lucas,603,931367003213,27,0,10,74.36
1953,812884,GALLEY CAFE,"1625 MASSACHUSETTS AVE NW Washington, DC 20036",2029390263,galley-cafe-washington,38.9081451,-77.0379663,2015-08-25,14:00:00,Routine,5,2,3,0,0,0,2,2,"[[Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch], [Cafes, cafes]]",4.0,14,3,Alice Jackson,54,931367003213,23,0,13,88.13
1974,404483,DUPONT ITALIAN KITCHEN,"1637 17TH ST NW Washington, DC 20010",2023283222,dupont-italian-kitchen-washington,38.912428,-77.0382431,2014-09-26,11:35:00,Routine,3,2,0,0,1,0,3,1,"[[Italian, italian]]",3.5,217,3,ALEMAYEHU TEKLESELASSIE,29,931339603304,25,0,10,75.07
1974,810807,DUPONT ITALIAN KITCHEN,"1637 17TH ST NW Washington, DC 20010",2023283222,dupont-italian-kitchen-washington,38.912428,-77.0382431,2015-05-29,11:10:00,Routine,5,5,3,0,3,0,2,2,"[[Italian, italian]]",3.5,217,3,Jaime Hernandez,607,931339603304,32,1,16,77.7
1974,821549,DUPONT ITALIAN KITCHEN,"1637 17TH ST NW Washington, DC 20010",2023283222,dupont-italian-kitchen-washington,38.912428,-77.0382431,2016-01-12,12:28:00,Routine,6,1,0,0,0,0,6,1,"[[Italian, italian]]",3.5,217,3,Temesgen Jemaneh,422,931339603304,32,0,8,36.6
1992,105185,DON JUAN RESTAURANT,"1660 LAMONT ST NW Washington, DC 20010",2026670010,don-juan-restaurant-washington,38.931055,-77.038633,2013-06-26,19:00:00,Routine,3,1,3,0,0,0,0,1,"[[Mexican, mexican]]",3.5,82,4,A. Jackson,54,9313711017737,30,0,5,93.86
2019,119210,DUMBARTON OAKS,"1703 32ND ST NW Washington, DC 20007",2023396493,dumbarton-oaks-washington,38.9141798,-77.0638664,2013-08-20,14:00:00,Routine,1,0,0,0,0,0,1,0,"[[Libraries, libraries]]",4.5,71,3,Joyce Moore,64,931365004994,4,0,5,76.92
2019,810490,DUMBARTON OAKS,"1703 32ND ST NW Washington, DC 20007",2023396493,dumbarton-oaks-washington,38.9141798,-77.0638664,2015-05-18,10:00:00,Routine,1,1,1,0,1,0,0,0,"[[Libraries, libraries]]",4.5,71,3,Joyce Moore,64,931365004994,6,0,3,84.74
2023,199472,G STREET FOOD,"1706 G ST NW WASHINGTON, DC 20005",2024087474,g-street-food-washington,38.8982787,-77.0336182,2013-10-21,14:30:00,Routine,2,1,0,0,0,0,2,1,"[[Delis, delis], [Sandwiches, sandwiches]]",3.5,121,3,TEMESGEN JEMANEH,422,931369006566,13,0,6,68.38
2023,202203,G STREET FOOD,"1706 G ST NW WASHINGTON, DC 20005",2024087474,g-street-food-washington,38.8982787,-77.0336182,2014-03-10,10:45:00,Routine,5,2,3,0,0,0,2,2,"[[Delis, delis], [Sandwiches, sandwiches]]",3.5,121,3,Carolene Bailey,107,931369006566,19,0,10,52.28
2023,204844,G STREET FOOD,"1706 G ST NW WASHINGTON, DC 20005",2024087474,g-street-food-washington,38.8982787,-77.0336182,2014-07-09,11:35:00,Routine,4,0,0,0,0,0,4,0,"[[Delis, delis], [Sandwiches, sandwiches]]",3.5,121,3,SHARON CAVE,124,931369006566,4,0,8,85.96
2023,611470,G STREET FOOD,"1706 G ST NW WASHINGTON, DC 20005",2024087474,g-street-food-washington,38.8982787,-77.0336182,2015-03-27,11:10:00,Routine,1,2,1,0,2,0,0,0,"[[Delis, delis], [Sandwiches, sandwiches]]",3.5,121,3,SHARON CAVE,124,931369006566,16,0,9,70.1
2023,814044,G STREET FOOD,"1706 G ST NW WASHINGTON, DC 20005",2024087474,g-street-food-washington,38.8982787,-77.0336182,2015-10-13,09:15:00,Routine,12,6,2,0,0,0,10,6,"[[Delis, delis], [Sandwiches, sandwiches]]",3.5,121,3,Jaime Hernandez,607,931369006566,23,0,11,74.61
2037,199591,CHRIST HOUSE,"1717 COLUMBIA RD NW Washington, DC 20009",2023281100,christ-house-washington,38.9248928,-77.0399673,2013-10-28,12:00:00,Routine,1,0,1,0,0,0,0,0,"[[Churches, churches], [Community Service/Non-Profit, nonprofit]]",4.0,3,3,A. Jackson,54,931350004811,19,0,6,66.36
2037,405921,CHRIST HOUSE,"1717 COLUMBIA RD NW Washington, DC 20009",2023281100,christ-house-washington,38.9248928,-77.0399673,2014-11-20,11:02:00,Routine,1,1,0,0,0,0,1,1,"[[Churches, churches], [Community Service/Non-Profit, nonprofit]]",4.0,3,3,Megan Johnson,121,931350004811,9,0,6,51.42
2037,610711,CHRIST HOUSE,"1717 COLUMBIA RD NW Washington, DC 20009",2023281100,christ-house-washington,38.9248928,-77.0399673,2015-03-18,13:05:00,Routine,5,3,2,0,0,0,3,3,"[[Churches, churches], [Community Service/Non-Profit, nonprofit]]",4.0,3,3,Jaime Hernandez,607,931350004811,16,0,3,62.69
2037,822086,CHRIST HOUSE,"1717 COLUMBIA RD NW Washington, DC 20009",2023281100,christ-house-washington,38.9248928,-77.0399673,2016-02-08,12:42:00,Routine,3,1,0,0,0,0,3,1,"[[Churches, churches], [Community Service/Non-Profit, nonprofit]]",4.0,3,3,Temesgen Jemaneh,422,931350004811,8,0,12,38.51
2045,607132,CAFE ASIA,"1720 I ST NW Washington, DC 20006",2026592696,cafe-asia-washington,38.9010432,-77.0403996,2015-01-15,14:35:00,Routine,9,4,3,0,0,0,6,4,"[[Asian Fusion, asianfusion]]",2.5,350,3,ALEMAYEHU TEKLESELASSIE,29,931370108977,11,0,9,38.94
2046,810345,CALIFORNIA GRILL,"1720 M ST NW Washington, DC 20036",2024634200,california-grill-washington-2,38.9053912,-77.0392143,2015-05-12,13:05:00,Routine,9,6,5,0,0,0,4,6,"[[Greek, greek], [American (Traditional), tradamerican]]",3.5,25,3,Jaime Hernandez,607,931364003073,18,0,5,84.6
2056,183820,ALERO RESTAURANT,"1724 CONNECTICUT AVE NW Washington, DC 20009",2022348100,alero-restaurant-washington-2,38.9134104,-77.0459795,2013-07-29,11:10:00,Routine,2,2,1,0,0,0,1,2,"[[Tex-Mex, tex-mex], [Mexican, mexican]]",3.0,207,2,CArolene Bailey,107,931366006960,19,0,11,93.05
2056,606094,ALERO RESTAURANT,"1724 CONNECTICUT AVE NW Washington, DC 20009",2022348100,alero-restaurant-washington-2,38.9134104,-77.0459795,2014-11-25,12:10:00,Routine,5,4,3,0,1,0,2,3,"[[Tex-Mex, tex-mex], [Mexican, mexican]]",3.0,207,2,VICTOR CURRIE,88,931366006960,21,0,9,46.9
2056,812328,ALERO RESTAURANT,"1724 CONNECTICUT AVE NW Washington, DC 20009",2022348100,alero-restaurant-washington-2,38.9134104,-77.0459795,2015-07-28,12:00:00,Routine,8,7,4,0,0,0,4,7,"[[Tex-Mex, tex-mex], [Mexican, mexican]]",3.0,207,2,Jaime Hernandez,607,931366006960,21,0,9,95.55
2057,198866,AU BON PAIN,"1724 L ST NW Washington, DC 20006",2023314190,au-bon-pain-washington-5,38.903513,-77.0408675,2013-09-18,12:20:00,Routine,2,2,0,0,0,0,2,2,"[[Sandwiches, sandwiches]]",3.0,27,3,ROSS GATERETSE,624,931369008982,22,0,10,74.06
2057,203215,AU BON PAIN,"1724 L ST NW Washington, DC 20006",2023314190,au-bon-pain-washington-5,38.903513,-77.0408675,2014-04-21,14:31:00,Routine,1,1,1,0,0,0,0,1,"[[Sandwiches, sandwiches]]",3.0,27,3,Douglas Dalier,82,931369008982,13,0,8,65.8
2057,406058,AU BON PAIN,"1724 L ST NW Washington, DC 20006",2023314190,au-bon-pain-washington-5,38.903513,-77.0408675,2014-11-25,11:40:00,Routine,1,0,0,0,0,0,1,0,"[[Sandwiches, sandwiches]]",3.0,27,3,ALEMAYEHU TEKLESELASSIE,29,931369008982,23,0,5,46.9
2057,811442,AU BON PAIN,"1724 L ST NW Washington, DC 20006",2023314190,au-bon-pain-washington-5,38.903513,-77.0408675,2015-06-18,12:31:00,Routine,1,4,1,0,1,0,0,3,"[[Sandwiches, sandwiches]]",3.0,27,3,VICTOR CURRIE,88,931369008982,20,0,11,84.55
2074,404881,CITY LIGHTS OF CHINA RESTAURANT,"1731 CONNECTICUT AVE NW Washington, DC 20009",2022656688,city-lights-of-china-washington,38.913566,-77.045272,2014-10-15,10:30:00,Routine,3,3,2,0,2,0,1,1,"[[Chinese, chinese]]",3.0,213,3,A. Jackson,54,931350006340,29,0,8,61.09
2074,610358,CITY LIGHTS OF CHINA RESTAURANT,"1731 CONNECTICUT AVE NW Washington, DC 20009",2022656688,city-lights-of-china-washington,38.913566,-77.045272,2015-03-09,12:10:00,Routine,6,0,4,0,0,0,2,0,"[[Chinese, chinese]]",3.0,213,3,ALEMAYEHU TEKLESELASSIE,29,931350006340,7,0,8,56.65
2074,814317,CITY LIGHTS OF CHINA RESTAURANT,"1731 CONNECTICUT AVE NW Washington, DC 20009",2022656688,city-lights-of-china-washington,38.913566,-77.045272,2015-10-21,11:25:00,Routine,1,0,1,0,0,0,0,0,"[[Chinese, chinese]]",3.0,213,3,FANG,611,931350006340,21,0,13,68.24
2074,824458,CITY LIGHTS OF CHINA RESTAURANT,"1731 CONNECTICUT AVE NW Washington, DC 20009",2022656688,city-lights-of-china-washington,38.913566,-77.045272,2016-05-09,14:15:00,Routine,7,4,3,0,2,0,4,2,"[[Chinese, chinese]]",3.0,213,3,Jemal Yasin,26,931350006340,19,0,0,84.94
2076,183887,BISTRO Du COIN,"1738 CONNECTICUT AVE NW WASHINGTON, DC 20009",2022346969,bistrot-du-coin-washington,38.9137705,-77.0461765,2013-07-25,12:00:00,Routine,3,2,3,0,0,0,0,2,"[[French, french], [Belgian, belgian]]",4.0,1332,2,Carolene Bailey,107,931367001648,15,0,10,84.5
2076,610303,BISTRO Du COIN,"1738 CONNECTICUT AVE NW WASHINGTON, DC 20009",2022346969,bistrot-du-coin-washington,38.9137705,-77.0461765,2015-03-04,11:31:00,Routine,7,3,4,0,0,0,3,3,"[[French, french], [Belgian, belgian]]",4.0,1332,2,ALEMAYEHU TEKLESELASSIE,29,931367001648,13,0,6,49.06
