permit_id,insp_url,inspec_id,insp_type,insp_date
5669,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=202888&wguid=1367&wgunm=sysact&wgdmn=431,202888,Complaint,2014-04-08
5669,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=119218&wguid=1367&wgunm=sysact&wgdmn=431,119218,Follow-up,2013-09-04
5669,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=198387&wguid=1367&wgunm=sysact&wgdmn=431,198387,Routine,2013-08-23
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822875&wguid=1367&wgunm=sysact&wgdmn=431,822875,Follow-up,2016-03-07
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822691&wguid=1367&wgunm=sysact&wgdmn=431,822691,Routine,2016-03-02
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813243&wguid=1367&wgunm=sysact&wgdmn=431,813243,Routine,2015-09-04
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607348&wguid=1367&wgunm=sysact&wgdmn=431,607348,Follow-up,2015-01-26
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607009&wguid=1367&wgunm=sysact&wgdmn=431,607009,Routine,2015-01-12
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404614&wguid=1367&wgunm=sysact&wgdmn=431,404614,Follow-up,2014-09-30
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404157&wguid=1367&wgunm=sysact&wgdmn=431,404157,Follow-up,2014-09-12
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205940&wguid=1367&wgunm=sysact&wgdmn=431,205940,Routine,2014-09-04
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404613&wguid=1367&wgunm=sysact&wgdmn=431,404613,Routine,2014-05-28
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=200028&wguid=1367&wgunm=sysact&wgdmn=431,200028,Follow-up,2013-11-20
1199,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199896&wguid=1367&wgunm=sysact&wgdmn=431,199896,Routine,2013-11-13
173014,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824348&wguid=1367&wgunm=sysact&wgdmn=431,824348,Follow-up,2016-05-04
173014,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824139&wguid=1367&wgunm=sysact&wgdmn=431,824139,Routine,2016-04-21
173014,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405860&wguid=1367&wgunm=sysact&wgdmn=431,405860,Follow-up,2014-11-18
173014,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405588&wguid=1367&wgunm=sysact&wgdmn=431,405588,Change of Ownership,2014-11-06
1484,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=204300&wguid=1367&wgunm=sysact&wgdmn=431,204300,Routine,2014-06-09
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824564&wguid=1367&wgunm=sysact&wgdmn=431,824564,Follow-up,2016-05-11
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824344&wguid=1367&wgunm=sysact&wgdmn=431,824344,Routine,2016-05-04
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820424&wguid=1367&wgunm=sysact&wgdmn=431,820424,Follow-up,2015-11-16
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=814117&wguid=1367&wgunm=sysact&wgdmn=431,814117,Routine,2015-10-15
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=610997&wguid=1367&wgunm=sysact&wgdmn=431,610997,Follow-up,2015-03-26
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=610778&wguid=1367&wgunm=sysact&wgdmn=431,610778,Routine,2015-03-20
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205511&wguid=1367&wgunm=sysact&wgdmn=431,205511,Follow-up,2014-08-18
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205309&wguid=1367&wgunm=sysact&wgdmn=431,205309,Complaint,2014-08-11
147919,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199347&wguid=1367&wgunm=sysact&wgdmn=431,199347,Preoperational,2013-10-15
5642,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824574&wguid=1367&wgunm=sysact&wgdmn=431,824574,Routine,2016-05-11
5642,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813875&wguid=1367&wgunm=sysact&wgdmn=431,813875,Complaint,2015-10-06
5642,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810744&wguid=1367&wgunm=sysact&wgdmn=431,810744,Complaint,2015-05-27
5642,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405168&wguid=1367&wgunm=sysact&wgdmn=431,405168,Routine,2014-10-24
1493,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810881&wguid=1367&wgunm=sysact&wgdmn=431,810881,Routine,2015-06-02
1493,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606616&wguid=1367&wgunm=sysact&wgdmn=431,606616,Complaint,2014-12-18
1493,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205770&wguid=1367&wgunm=sysact&wgdmn=431,205770,Follow-up,2014-08-27
1493,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205469&wguid=1367&wgunm=sysact&wgdmn=431,205469,Routine,2014-08-15
4772,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824728&wguid=1367&wgunm=sysact&wgdmn=431,824728,Routine,2016-05-13
4772,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606901&wguid=1367&wgunm=sysact&wgdmn=431,606901,Complaint,2015-01-07
4772,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606542&wguid=1367&wgunm=sysact&wgdmn=431,606542,Follow-up,2014-12-16
4772,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606263&wguid=1367&wgunm=sysact&wgdmn=431,606263,Routine,2014-12-04
4772,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=198282&wguid=1367&wgunm=sysact&wgdmn=431,198282,Routine,2013-08-19
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823601&wguid=1367&wgunm=sysact&wgdmn=431,823601,Restoration,2016-04-06
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823571&wguid=1367&wgunm=sysact&wgdmn=431,823571,Complaint,2016-04-04
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812157&wguid=1367&wgunm=sysact&wgdmn=431,812157,Follow-up,2015-07-20
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812020&wguid=1367&wgunm=sysact&wgdmn=431,812020,Routine,2015-07-14
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405837&wguid=1367&wgunm=sysact&wgdmn=431,405837,License Renewal,2014-11-18
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203814&wguid=1367&wgunm=sysact&wgdmn=431,203814,Follow-up,2014-05-27
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203686&wguid=1367&wgunm=sysact&wgdmn=431,203686,Routine,2014-05-19
6015,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183280&wguid=1367&wgunm=sysact&wgdmn=431,183280,Follow-up,2013-06-21
2860,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=814366&wguid=1367&wgunm=sysact&wgdmn=431,814366,Complaint,2015-10-22
2860,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=814369&wguid=1367&wgunm=sysact&wgdmn=431,814369,Follow-up,2015-10-22
2860,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813982&wguid=1367&wgunm=sysact&wgdmn=431,813982,Routine,2015-10-09
2860,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183181&wguid=1367&wgunm=sysact&wgdmn=431,183181,Routine,2013-06-17
188608,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824033&wguid=1367&wgunm=sysact&wgdmn=431,824033,Follow-up,2016-04-20
188608,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823883&wguid=1367&wgunm=sysact&wgdmn=431,823883,Change of Ownership,2016-04-14
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820963&wguid=1367&wgunm=sysact&wgdmn=431,820963,Restoration,2015-12-11
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820873&wguid=1367&wgunm=sysact&wgdmn=431,820873,Complaint,2015-12-08
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811631&wguid=1367&wgunm=sysact&wgdmn=431,811631,Routine,2015-06-24
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810965&wguid=1367&wgunm=sysact&wgdmn=431,810965,Complaint,2015-06-03
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405186&wguid=1367&wgunm=sysact&wgdmn=431,405186,Complaint,2014-10-24
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=202167&wguid=1367&wgunm=sysact&wgdmn=431,202167,Complaint,2014-03-08
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183908&wguid=1367&wgunm=sysact&wgdmn=431,183908,Follow-up,2013-08-01
5228,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183468&wguid=1367&wgunm=sysact&wgdmn=431,183468,Complaint,2013-07-05
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823314&wguid=1367&wgunm=sysact&wgdmn=431,823314,Routine,2016-03-18
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820524&wguid=1367&wgunm=sysact&wgdmn=431,820524,Follow-up,2015-11-20
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820415&wguid=1367&wgunm=sysact&wgdmn=431,820415,Routine,2015-11-16
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811903&wguid=1367&wgunm=sysact&wgdmn=431,811903,Follow-up,2015-07-07
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811853&wguid=1367&wgunm=sysact&wgdmn=431,811853,Routine,2015-07-02
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=610536&wguid=1367&wgunm=sysact&wgdmn=431,610536,Follow-up,2015-03-13
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=610226&wguid=1367&wgunm=sysact&wgdmn=431,610226,Routine,2015-03-02
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203843&wguid=1367&wgunm=sysact&wgdmn=431,203843,Follow-up,2014-05-28
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203781&wguid=1367&wgunm=sysact&wgdmn=431,203781,Routine,2014-05-23
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=200806&wguid=1367&wgunm=sysact&wgdmn=431,200806,Routine,2013-12-30
5512,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=198391&wguid=1367&wgunm=sysact&wgdmn=431,198391,Routine,2013-08-26
147868,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813799&wguid=1367&wgunm=sysact&wgdmn=431,813799,Follow-up,2015-10-02
147868,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812558&wguid=1367&wgunm=sysact&wgdmn=431,812558,Routine,2015-08-11
147868,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607799&wguid=1367&wgunm=sysact&wgdmn=431,607799,Follow-up,2015-02-11
147868,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607672&wguid=1367&wgunm=sysact&wgdmn=431,607672,Routine,2015-02-06
147868,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=201166&wguid=1367&wgunm=sysact&wgdmn=431,201166,Routine,2014-01-17
147868,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=198763&wguid=1367&wgunm=sysact&wgdmn=431,198763,Preoperational,2013-09-13
147914,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812117&wguid=1367&wgunm=sysact&wgdmn=431,812117,Routine,2015-07-17
147914,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205170&wguid=1367&wgunm=sysact&wgdmn=431,205170,Complaint,2014-07-24
147914,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203727&wguid=1367&wgunm=sysact&wgdmn=431,203727,Routine,2014-05-20
147914,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199320&wguid=1367&wgunm=sysact&wgdmn=431,199320,Preoperational,2013-10-11
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823179&wguid=1367&wgunm=sysact&wgdmn=431,823179,Complaint,2016-03-16
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822753&wguid=1367&wgunm=sysact&wgdmn=431,822753,Follow-up,2016-03-03
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821963&wguid=1367&wgunm=sysact&wgdmn=431,821963,Routine,2016-02-02
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810924&wguid=1367&wgunm=sysact&wgdmn=431,810924,Follow-up,2015-06-02
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810720&wguid=1367&wgunm=sysact&wgdmn=431,810720,Routine,2015-05-26
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606096&wguid=1367&wgunm=sysact&wgdmn=431,606096,Restoration,2014-11-26
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=406061&wguid=1367&wgunm=sysact&wgdmn=431,406061,Routine,2014-11-24
3632,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199090&wguid=1367&wgunm=sysact&wgdmn=431,199090,Routine,2013-09-27
187273,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821877&wguid=1367&wgunm=sysact&wgdmn=431,821877,Routine,2016-01-28
187273,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820390&wguid=1367&wgunm=sysact&wgdmn=431,820390,Routine,2015-11-16
187273,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=610819&wguid=1367&wgunm=sysact&wgdmn=431,610819,Preoperational,2015-03-23
188605,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823951&wguid=1367&wgunm=sysact&wgdmn=431,823951,Follow-up,2016-04-19
188605,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823856&wguid=1367&wgunm=sysact&wgdmn=431,823856,Preoperational,2016-04-14
6177,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811928&wguid=1367&wgunm=sysact&wgdmn=431,811928,Routine,2015-07-08
6177,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203614&wguid=1367&wgunm=sysact&wgdmn=431,203614,Routine,2014-05-14
6177,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=201005&wguid=1367&wgunm=sysact&wgdmn=431,201005,Complaint,2014-01-10
6177,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183160&wguid=1367&wgunm=sysact&wgdmn=431,183160,Routine,2013-06-12
188746,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824981&wguid=1367&wgunm=sysact&wgdmn=431,824981,Ownership change,2016-05-25
2971,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821157&wguid=1367&wgunm=sysact&wgdmn=431,821157,Follow-up,2015-12-23
2971,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813359&wguid=1367&wgunm=sysact&wgdmn=431,813359,Routine,2015-09-16
2971,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205932&wguid=1367&wgunm=sysact&wgdmn=431,205932,Follow-up,2014-09-04
2971,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205705&wguid=1367&wgunm=sysact&wgdmn=431,205705,Routine,2014-08-22
3500,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812957&wguid=1367&wgunm=sysact&wgdmn=431,812957,Routine,2015-08-27
3500,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607763&wguid=1367&wgunm=sysact&wgdmn=431,607763,Routine,2015-02-10
3500,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=204813&wguid=1367&wgunm=sysact&wgdmn=431,204813,Routine,2014-07-08
3500,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=201185&wguid=1367&wgunm=sysact&wgdmn=431,201185,Routine,2014-01-17
3500,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=119183&wguid=1367&wgunm=sysact&wgdmn=431,119183,Routine,2013-08-07
6395,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810903&wguid=1367&wgunm=sysact&wgdmn=431,810903,Follow-up,2015-06-01
6395,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810601&wguid=1367&wgunm=sysact&wgdmn=431,810601,Routine,2015-05-19
6395,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606356&wguid=1367&wgunm=sysact&wgdmn=431,606356,Follow-up,2014-12-08
6395,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606184&wguid=1367&wgunm=sysact&wgdmn=431,606184,Routine,2014-12-02
6395,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=200388&wguid=1367&wgunm=sysact&wgdmn=431,200388,Routine,2013-12-06
188459,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822857&wguid=1367&wgunm=sysact&wgdmn=431,822857,Routine,2016-03-04
172637,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822860&wguid=1367&wgunm=sysact&wgdmn=431,822860,Follow-up,2016-03-04
172637,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822471&wguid=1367&wgunm=sysact&wgdmn=431,822471,Routine,2016-02-22
172637,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=813304&wguid=1367&wgunm=sysact&wgdmn=431,813304,Routine,2015-09-11
172637,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606996&wguid=1367&wgunm=sysact&wgdmn=431,606996,Follow-up,2015-01-12
172637,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606767&wguid=1367&wgunm=sysact&wgdmn=431,606767,Inaugural prep,2014-12-30
172637,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=204558&wguid=1367&wgunm=sysact&wgdmn=431,204558,Preoperational,2014-06-25
6491,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=823591&wguid=1367&wgunm=sysact&wgdmn=431,823591,Routine,2016-04-05
6491,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810226&wguid=1367&wgunm=sysact&wgdmn=431,810226,Routine,2015-05-06
6491,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405033&wguid=1367&wgunm=sysact&wgdmn=431,405033,Routine,2014-10-20
6491,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199559&wguid=1367&wgunm=sysact&wgdmn=431,199559,Routine,2013-10-24
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=825329&wguid=1367&wgunm=sysact&wgdmn=431,825329,Routine,2016-06-07
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820043&wguid=1367&wgunm=sysact&wgdmn=431,820043,Routine,2015-11-04
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810976&wguid=1367&wgunm=sysact&wgdmn=431,810976,Routine,2015-06-03
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203746&wguid=1367&wgunm=sysact&wgdmn=431,203746,Follow-up,2014-05-21
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=203654&wguid=1367&wgunm=sysact&wgdmn=431,203654,Routine,2014-05-15
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=200639&wguid=1367&wgunm=sysact&wgdmn=431,200639,Follow-up,2013-12-18
6110,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=200563&wguid=1367&wgunm=sysact&wgdmn=431,200563,Routine,2013-12-13
172510,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810747&wguid=1367&wgunm=sysact&wgdmn=431,810747,Follow-up,2015-05-27
172510,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810470&wguid=1367&wgunm=sysact&wgdmn=431,810470,Routine,2015-05-15
172510,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=204004&wguid=1367&wgunm=sysact&wgdmn=431,204004,CHANGE OF OWNERSHIP,2014-05-30
172814,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824456&wguid=1367&wgunm=sysact&wgdmn=431,824456,Routine,2016-05-09
172814,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812022&wguid=1367&wgunm=sysact&wgdmn=431,812022,Follow-up,2015-07-14
172814,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=810381&wguid=1367&wgunm=sysact&wgdmn=431,810381,Routine,2015-05-13
172814,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405113&wguid=1367&wgunm=sysact&wgdmn=431,405113,Follow-up,2014-10-14
172814,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=404457&wguid=1367&wgunm=sysact&wgdmn=431,404457,Follow-up,2014-09-25
172814,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=206045&wguid=1367&wgunm=sysact&wgdmn=431,206045,License Renewal,2014-09-09
187595,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821714&wguid=1367&wgunm=sysact&wgdmn=431,821714,Follow-up,2016-01-19
187595,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=821528&wguid=1367&wgunm=sysact&wgdmn=431,821528,Routine,2016-01-12
187595,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812836&wguid=1367&wgunm=sysact&wgdmn=431,812836,Follow-up,2015-08-24
187595,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812173&wguid=1367&wgunm=sysact&wgdmn=431,812173,Follow-up,2015-07-21
187595,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811649&wguid=1367&wgunm=sysact&wgdmn=431,811649,Change of Ownership,2015-06-25
187363,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822661&wguid=1367&wgunm=sysact&wgdmn=431,822661,Follow-up,2016-02-29
187363,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=822535&wguid=1367&wgunm=sysact&wgdmn=431,822535,Routine,2016-02-24
187363,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820013&wguid=1367&wgunm=sysact&wgdmn=431,820013,Routine,2015-11-03
187363,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=611619&wguid=1367&wgunm=sysact&wgdmn=431,611619,Change of ownership,2015-04-17
6406,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=204897&wguid=1367&wgunm=sysact&wgdmn=431,204897,Routine,2014-07-14
6406,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183705&wguid=1367&wgunm=sysact&wgdmn=431,183705,Follow-up,2013-07-23
6406,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=183619&wguid=1367&wgunm=sysact&wgdmn=431,183619,Complaint,2013-07-17
187326,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=824985&wguid=1367&wgunm=sysact&wgdmn=431,824985,Routine,2016-05-25
1240,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811893&wguid=1367&wgunm=sysact&wgdmn=431,811893,Follow-up,2015-07-07
1240,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811215&wguid=1367&wgunm=sysact&wgdmn=431,811215,Routine,2015-06-11
1240,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205795&wguid=1367&wgunm=sysact&wgdmn=431,205795,Follow-up,2014-08-28
1240,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205558&wguid=1367&wgunm=sysact&wgdmn=431,205558,Routine,2014-08-19
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812519&wguid=1367&wgunm=sysact&wgdmn=431,812519,Follow-up,2015-08-10
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=812499&wguid=1367&wgunm=sysact&wgdmn=431,812499,Routine,2015-08-07
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=607093&wguid=1367&wgunm=sysact&wgdmn=431,607093,Follow-up,2015-01-12
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606874&wguid=1367&wgunm=sysact&wgdmn=431,606874,Follow-up,2015-01-06
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=606756&wguid=1367&wgunm=sysact&wgdmn=431,606756,Routine,2014-12-29
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=199106&wguid=1367&wgunm=sysact&wgdmn=431,199106,Follow-up,2013-10-01
2575,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=198974&wguid=1367&wgunm=sysact&wgdmn=431,198974,Complaint,2013-09-24
3576,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=820617&wguid=1367&wgunm=sysact&wgdmn=431,820617,Follow-up,2015-11-25
3576,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=814057&wguid=1367&wgunm=sysact&wgdmn=431,814057,Routine,2015-10-13
3576,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=811127&wguid=1367&wgunm=sysact&wgdmn=431,811127,Routine,2015-06-08
3576,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=405464&wguid=1367&wgunm=sysact&wgdmn=431,405464,Routine,2014-11-03
3576,/lib/mod/inspection/paper/_paper_food_inspection_report.cfm?inspectionID=205065&wguid=1367&wgunm=sysact&wgdmn=431,205065,Routine,2014-07-16
