permit_id,name,address,category,permit_url,map_url
137291,BUCA DI BEPPO RESTAURANT,"1825 CONNECTICUT AVE NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=137291,"http://maps.google.com/maps?q=1825 CONNECTICUT AVE NW WASHINGTON, DC 20009"
2195,BUCA DI BEPPO RESTAURANT,"1825 CONNECTICUT AVE NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2195,"http://maps.google.com/maps?q=1825 CONNECTICUT AVE NW WASHINGTON, DC 20009"
5170,BUCK'S FISHING & CAMPING(n),"5031 Connecticut AVE NW WASHINGTON, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5170,"http://maps.google.com/maps?q=5031 Connecticut AVE NW WASHINGTON, DC 20007"
147277,BUFFALO & BERGEN,"1309 5TH ST NE WASHINGTON, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147277,"http://maps.google.com/maps?q=1309 5TH ST NE WASHINGTON, DC 20001"
1667,BUFFALO BILLIARDS(n),"1330 19TH ST NW Washington, DC 20036",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1667,"http://maps.google.com/maps?q=1330 19TH ST NW Washington, DC 20036"
188002,BUFFALO WILD WINGS,"1220 HALF ST SE WASHINGTON, DC 20003",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188002,"http://maps.google.com/maps?q=1220 HALF ST SE WASHINGTON, DC 20003"
147775,BUILDING 33-34 DINING HALL,"2700 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20032",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147775,"http://maps.google.com/maps?q=2700 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20032"
2666,BUKOM CAFÉ (n),"2442 18TH ST NW Washington, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2666,"http://maps.google.com/maps?q=2442 18TH ST NW Washington, DC 20009"
173110,BUL(n),"2431 18TH ST NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173110,"http://maps.google.com/maps?q=2431 18TH ST NW WASHINGTON, DC 20009"
172961,BULLDOG TAVERN,"3700 O ST NW WASHINGTON, DC 20057",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172961,"http://maps.google.com/maps?q=3700 O ST NW WASHINGTON, DC 20057"
6779,BULLFEATHERS,"410 1ST ST SE Washington, DC 20003",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6779,"http://maps.google.com/maps?q=410 1ST ST SE Washington, DC 20003"
93309,BUNKER HILL ELEMENTARY SCHOOL,"1401 MICHIGAN AVE NE WASHINGTON, DC 20017",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=93309,"http://maps.google.com/maps?q=1401 MICHIGAN AVE NE WASHINGTON, DC 20017"
4678,BUNKER HILL ELEMENTARY SCHOOL,"1401 MICHIGAN AVE NE WASHINGTON, DC 20017",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4678,"http://maps.google.com/maps?q=1401 MICHIGAN AVE NE WASHINGTON, DC 20017"
93242,BUNKER HILL ELEMENTARY SCHOOL,"1401 MICHIGAN AVE NE WASHINGTON, DC 20017",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=93242,"http://maps.google.com/maps?q=1401 MICHIGAN AVE NE WASHINGTON, DC 20017"
187498,BUNNA ETHIOPIAN CAFE,"1400 L ST NW Washington, DC 20005",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187498,"http://maps.google.com/maps?q=1400 L ST NW Washington, DC 20005"
4520,BUREAU OF ENGRAVING,"301 14TH ST SW Washington, DC 20024",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4520,"http://maps.google.com/maps?q=301 14TH ST SW Washington, DC 20024"
187516,BUREDO,"825 14TH ST NW Washington, DC 20005",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187516,"http://maps.google.com/maps?q=825 14TH ST NW Washington, DC 20005"
912,BURGER KING,"320 FLORIDA AVE NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=912,"http://maps.google.com/maps?q=320 FLORIDA AVE NE Washington, DC 20002"
7189,BURGER KING,"50 MASSACHUSETTS AVE NE SPC 106 WASHINGTON, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7189,"http://maps.google.com/maps?q=50 MASSACHUSETTS AVE NE WASHINGTON, DC 20002"
3294,BURGER KING,"4422 CONNECTICUT AVE NW WASHINGTON, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3294,"http://maps.google.com/maps?q=4422 CONNECTICUT AVE NW WASHINGTON, DC 20008"
5150,BURGER KING,"1771 Columbia RD NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5150,"http://maps.google.com/maps?q=1771 Columbia RD NW WASHINGTON, DC 20009"
6390,BURGER TAP AND SHAKE/DISTRICT  COMMONS,"2200 PENNSYLVANIA AVE NW WASHINGTON, DC 20037",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6390,"http://maps.google.com/maps?q=2200 PENNSYLVANIA AVE NW WASHINGTON, DC 20037"
187662,"BURGER, TAP, SHAKE","4445 WISCONSIN AVE NW Washington, DC 20016",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187662,"http://maps.google.com/maps?q=4445 WISCONSIN AVE NW Washington, DC 20016"
3049,BURKA'S LIQUOR,"3500 WOODLEY RD NW WASHINGTON, DC 20016",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3049,"http://maps.google.com/maps?q=3500 WOODLEY RD NW WASHINGTON, DC 20016"
3854,BURMA RESTAURANT,"740 6TH ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3854,"http://maps.google.com/maps?q=740 6TH ST NW Washington, DC 20001"
4200,BURRITO BROTHERS,"205 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4200,"http://maps.google.com/maps?q=205 PENNSYLVANIA AVE SE WASHINGTON, DC 20003"
2212,BURRITO BROTHERS INTERNATIONAL SQUARE,"1825 I ST NW WASHINGTON, DC 20007",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2212,"http://maps.google.com/maps?q=1825 I ST NW WASHINGTON, DC 20007"
6979,BURRVILLE ELEMENTARY SCHOOL,"801 DIVISION AVE NE WASHINGTON, DC 20019",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6979,"http://maps.google.com/maps?q=801 DIVISION AVE NE WASHINGTON, DC 20019"
4699,BURRVILLE ELEMENTARY SCHOOL,"801 DIVISION AVE NE WASHINGTON, DC 20019",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4699,"http://maps.google.com/maps?q=801 DIVISION AVE NE WASHINGTON, DC 20019"
93239,BURRVILLE ELEMENTARY SCHOOL,"801 DIVISION AVE NE WASHINGTON, DC 20019",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=93239,"http://maps.google.com/maps?q=801 DIVISION AVE NE WASHINGTON, DC 20019"
1284,BUSBOYS & POETS,"1025 5TH ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1284,"http://maps.google.com/maps?q=1025 5TH ST NW Washington, DC 20001"
2434,BUSBOYS & POETS,"2021 14TH ST NW Washington, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2434,"http://maps.google.com/maps?q=2021 14TH ST NW Washington, DC 20009"
173130,BUSBOYS AND POETS,"625 MONROE ST NE WASHINGTON, DC 20017",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173130,"http://maps.google.com/maps?q=625 MONROE ST NE WASHINGTON, DC 20017"
173199,BUSBOYS AND POETS - TAKOMA,"235 CARROLL ST NW WASHINGTON, DC 20012",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173199,"http://maps.google.com/maps?q=235 CARROLL ST NW WASHINGTON, DC 20012"
147643,BUSH RESTAURANT & CARRYOUT,"2910 BLADENSBURG RD NE Washington, DC 20018",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147643,"http://maps.google.com/maps?q=2910 BLADENSBURG RD NE Washington, DC 20018"
188711,BUTTERCREAM BAKESHOP,"1250 9TH ST NW WASHINGTON, DC 20001",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188711,"http://maps.google.com/maps?q=1250 9TH ST NW WASHINGTON, DC 20001"
147400,BUXTON GLORY INTERNATIONAL MARKET,"4013 Georgia AVE NW WASHINGTON, DC 20011",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147400,"http://maps.google.com/maps?q=4013 Georgia AVE NW WASHINGTON, DC 20011"
3024,BYBLOS DELI,"3414 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3024,"http://maps.google.com/maps?q=3414 CONNECTICUT AVE NW Washington, DC 20008"
187559,C & E CONVENIENCE STORE,"700 CONSTITUITION AVE NE WASHINGTON, DC 20002",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187559,"http://maps.google.com/maps?q=700 CONSTITUITION AVE NE WASHINGTON, DC 20002"
3016,C C'S LIQUORS,"3401 14TH ST NW Washington, DC 20010",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3016,"http://maps.google.com/maps?q=3401 14TH ST NW Washington, DC 20010"
1536,C.F. FOLKS,"1225 19TH ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1536,"http://maps.google.com/maps?q=1225 19TH ST NW Washington, DC 20036"
93294,C.W. HARRIS ELEMENTARY SCHOOL,"301 53RD ST SE WASHINGTON, DC 20019",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=93294,"http://maps.google.com/maps?q=301 53RD ST SE WASHINGTON, DC 20019"
4751,C.W. HARRIS ELEMENTARY SCHOOL,"301 53RD ST SE WASHINGTON, DC 20019",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4751,"http://maps.google.com/maps?q=301 53RD ST SE WASHINGTON, DC 20019"
2981,CACTUS CANTINA RESTAURANT,"3300 WISCONSIN AVE NW Washington, DC 20016",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2981,"http://maps.google.com/maps?q=3300 WISCONSIN AVE NW Washington, DC 20016"
4553,CAFE 59,"409 3RD ST SW Washington, DC 20024",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4553,"http://maps.google.com/maps?q=409 3RD ST SW Washington, DC 20024"
4351,CAFE 8,"424 8TH ST SE Washington, DC 20003",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4351,"http://maps.google.com/maps?q=424 8TH ST SE Washington, DC 20003"
2298,CAFE ARIA,"1917 F ST NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2298,"http://maps.google.com/maps?q=1917 F ST NW Washington, DC 20006"
2045,CAFE ASIA,"1720 I ST NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2045,"http://maps.google.com/maps?q=1720 I ST NW Washington, DC 20006"
3406,CAFÉ AT CORCORAN GALLERY,"500 17TH ST NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3406,"http://maps.google.com/maps?q=500 17TH ST NW Washington, DC 20006"
1823,"CAFÉ AT SKAADEN, ARPS, SLATE (10th and  11th floor","1440 NEW YORK AVE NW WASHINGTON, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1823,"http://maps.google.com/maps?q=1440 NEW YORK AVE NW WASHINGTON, DC 20005"
187847,CAFE BERLIN,"322 MASSACHUSETTS AVE NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187847,"http://maps.google.com/maps?q=322 MASSACHUSETTS AVE NE Washington, DC 20002"
147404,CAFE BERLIN,"322 MASSACHUSETTS AVE NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147404,"http://maps.google.com/maps?q=322 MASSACHUSETTS AVE NE Washington, DC 20002"
917,CAFE BERLIN,"322 MASSACHUSETTS AVE NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=917,"http://maps.google.com/maps?q=322 MASSACHUSETTS AVE NE Washington, DC 20002"
5666,CAFE BLISS,"201 MASSACHUSETTS AVE NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5666,"http://maps.google.com/maps?q=201 MASSACHUSETTS AVE NE Washington, DC 20002"
1883,CAFÉ BONAPARTE,"1522 WISCONSIN AVE NW Washington, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1883,"http://maps.google.com/maps?q=1522 WISCONSIN AVE NW Washington, DC 20007"
1660,CAFE CANTINA,"1325 G ST NW Washington, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1660,"http://maps.google.com/maps?q=1325 G ST NW Washington, DC 20005"
2830,CAFE CANTINA,"3050 K ST NW Washington, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2830,"http://maps.google.com/maps?q=3050 K ST NW Washington, DC 20007"
6424,CAFE CARVY,"1020 19TH ST NW WASHINGTON, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6424,"http://maps.google.com/maps?q=1020 19TH ST NW WASHINGTON, DC 20006"
1279,CAFÉ CHOPSTICKS 19th STREET,"1020 19TH ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1279,"http://maps.google.com/maps?q=1020 19TH ST NW Washington, DC 20036"
1713,CAFÉ CITRON (n),"1343 CONNECTICUT AVE NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1713,"http://maps.google.com/maps?q=1343 CONNECTICUT AVE NW Washington, DC 20036"
1404,CAFE COZY CORNER,"1117 10TH ST NW WASHINGTON, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1404,"http://maps.google.com/maps?q=1117 10TH ST NW WASHINGTON, DC 20001"
5135,CAFE DELUXE,"3228 Wisconsin AVE NW WASHINGTON, DC 20016",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5135,"http://maps.google.com/maps?q=3228 Wisconsin AVE NW WASHINGTON, DC 20016"
2943,CAFE DELUXE,"3228 WISCONSIN AVE NW Washington, DC 20016",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2943,"http://maps.google.com/maps?q=3228 WISCONSIN AVE NW Washington, DC 20016"
188541,CAFE DELUXE (HILTON GARDEN INN),"2201 M ST NW WASHINGTON, DC 20037",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188541,"http://maps.google.com/maps?q=2201 M ST NW WASHINGTON, DC 20037"
172449,CAFE DELUXE (HILTON GARDEN INN),"2201 M ST NW WASHINGTON, DC 20037",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172449,"http://maps.google.com/maps?q=2201 M ST NW WASHINGTON, DC 20037"
2228,CAFE DIVAN,"1832 WISCONSIN AVE NW Washington, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2228,"http://maps.google.com/maps?q=1832 WISCONSIN AVE NW Washington, DC 20007"
4803,CAFE DIVAN,"1832 WISCONSIN AVE NW Washington, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4803,"http://maps.google.com/maps?q=1832 WISCONSIN AVE NW Washington, DC 20007"
1776,CAFÉ DU PARC,"1401 PENNSYLVANIA AVE NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1776,"http://maps.google.com/maps?q=1401 PENNSYLVANIA AVE NW Washington, DC 20006"
3718,CAFÉ GALLERY,"616 23RD ST NW WASHINGTON, DC 20052",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3718,"http://maps.google.com/maps?q=616 23RD ST NW WASHINGTON, DC 20052"
5825,CAFE GRANDE,"1775 K ST NW Washington, DC 20037",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5825,"http://maps.google.com/maps?q=1775 K ST NW Washington, DC 20037"
147856,CAFE KIMCHI,"751 8TH ST SE Washington, DC 20003",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147856,"http://maps.google.com/maps?q=751 8TH ST SE Washington, DC 20003"
187335,CAFE LE PAIN,"4328 Georgia AVE NW Washington, DC 20011",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187335,"http://maps.google.com/maps?q=4328 Georgia AVE NW Washington, DC 20011"
2962,CAFE MILANO,"3251 PROSPECT ST NW WASHINGTON, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2962,"http://maps.google.com/maps?q=3251 PROSPECT ST NW WASHINGTON, DC 20007"
1675,CAFÉ MOZART,"1331 H ST NW Washington, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1675,"http://maps.google.com/maps?q=1331 H ST NW Washington, DC 20005"
6019,CAFÉ OF INDIA,"4909 WISCONSIN AVE NW Washington, DC 20010",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6019,"http://maps.google.com/maps?q=4909 WISCONSIN AVE NW Washington, DC 20010"
172677,CAFE PARADISO,"2649 CONNECTICUT AVE NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172677,"http://maps.google.com/maps?q=2649 CONNECTICUT AVE NW Washington, DC 20006"
7059,CAFE PARADISO,"2649 CONNECTICUT AVE NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7059,"http://maps.google.com/maps?q=2649 CONNECTICUT AVE NW Washington, DC 20006"
5169,CAFE PARADISO,"2649 CONNECTICUT AVE NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5169,"http://maps.google.com/maps?q=2649 CONNECTICUT AVE NW Washington, DC 20006"
5475,CAFE PHILLIPS,"77 K ST NE WASHINGTON, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5475,"http://maps.google.com/maps?q=77 K ST NE WASHINGTON, DC 20002"
5217,CAFE PHILLIPS,"1101 15TH ST NW WASHINGTON, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5217,"http://maps.google.com/maps?q=1101 15TH ST NW WASHINGTON, DC 20005"
7040,CAFE PHILLIPS,"1401 H ST NW WASHINGTON, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7040,"http://maps.google.com/maps?q=1401 H ST NW WASHINGTON, DC 20005"
5879,CAFE PHILLIPS,"425 3RD ST SW WASHINGTON, DC 20024",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5879,"http://maps.google.com/maps?q=425 3RD ST SW WASHINGTON, DC 20024"
3405,CAFÉ PHILLIPS,"50 F ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3405,"http://maps.google.com/maps?q=50 F ST NW Washington, DC 20001"
147961,CAFE PRINCE (s),"4627 41ST ST NW WASHINGTON, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147961,"http://maps.google.com/maps?q=4627 41ST ST NW WASHINGTON, DC 20006"
2506,CAFE ROMEO'S,"2132 WISCONSIN AVE NW WASHINGTON, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2506,"http://maps.google.com/maps?q=2132 WISCONSIN AVE NW WASHINGTON, DC 20005"
2239,CAFE SAINT-EX,"1847 14TH ST NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2239,"http://maps.google.com/maps?q=1847 14TH ST NW WASHINGTON, DC 20009"
3998,CAFÉ SOLEIL,"839 17TH ST NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3998,"http://maps.google.com/maps?q=839 17TH ST NW Washington, DC 20006"
6682,CAFE SORRISO,"2311 CALVERT ST NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6682,"http://maps.google.com/maps?q=2311 CALVERT ST NW Washington, DC 20008"
6518,CAFE TU OTU EXPRESS,"3421 M ST NW WASHINGTON, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6518,"http://maps.google.com/maps?q=3421 M ST NW WASHINGTON, DC 20007"
2783,CAFE TU-O-TU,"2816 PENNSYLVANIA AVE NW Washington, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2783,"http://maps.google.com/maps?q=2816 PENNSYLVANIA AVE NW Washington, DC 20007"
4552,CAFE TWELVE,"409 12TH ST SW Washington, DC 20024",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4552,"http://maps.google.com/maps?q=409 12TH ST SW Washington, DC 20024"
1937,CAIRO LIQUORS,"1618 17TH ST NW Washington, DC 20009",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1937,"http://maps.google.com/maps?q=1618 17TH ST NW Washington, DC 20009"
188808,CAJOU CREAM,"2619 EVARTS ST NE WASHINGTON, DC 20018",Caterer,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188808,"http://maps.google.com/maps?q=2619 EVARTS ST NE WASHINGTON, DC 20018"
188501,CAKE SHINE,"2619 EVARTS ST NE WASHINGTON, DC 20018",Caterer,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188501,"http://maps.google.com/maps?q=2619 EVARTS ST NE WASHINGTON, DC 20018"
188648,CAKES BY  ERVEINA,"1369 NEW YORK AVE NE WASHINGTON, DC 20002",Caterer,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188648,"http://maps.google.com/maps?q=1369 NEW YORK AVE NE WASHINGTON, DC 20002"
187362,CALABASH,"25 R ST NW WASHINGTON, DC 20001",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187362,"http://maps.google.com/maps?q=25 R ST NW WASHINGTON, DC 20001"
1322,CALIFORNIA GRILL,"1090 VERMONT AVE NW Washington, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1322,"http://maps.google.com/maps?q=1090 VERMONT AVE NW Washington, DC 20005"
2046,CALIFORNIA GRILL,"1720 M ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2046,"http://maps.google.com/maps?q=1720 M ST NW Washington, DC 20036"
173069,CALIFORNIA LIQUOR,"2100 18TH ST NW Washington, DC 20009",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173069,"http://maps.google.com/maps?q=2100 18TH ST NW Washington, DC 20009"
2462,CALIFORNIA LIQUOR,"2100 18TH ST NW Washington, DC 20009",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2462,"http://maps.google.com/maps?q=2100 18TH ST NW Washington, DC 20009"
7177,CALIFORNIA TORTILLA,"728 7TH ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7177,"http://maps.google.com/maps?q=728 7TH ST NW Washington, DC 20001"
3838,CALIFORNIA TORTILLA,"728 7TH ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3838,"http://maps.google.com/maps?q=728 7TH ST NW Washington, DC 20001"
6679,CALIFORNIA TORTILLA,"3501 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6679,"http://maps.google.com/maps?q=3501 CONNECTICUT AVE NW Washington, DC 20008"
3050,CALIFORNIA TORTILLA,"3501 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3050,"http://maps.google.com/maps?q=3501 CONNECTICUT AVE NW Washington, DC 20008"
