report_id,risk,phone_num,insp_date,insp_timein,insp_timeout,insp_name,insp_badge
201908,3,2023493700,2014-02-25,09:30:00,11:05:00,Laura Wildey,89
201916,3,2025467525,2014-02-25,12:40:00,14:10:00,Temesgen Jemaneh,422
201926,3,2023374900,2014-02-25,14:05:00,15:00:00,C BASSEY,612
201942,3,2023334710,2014-02-19,01:30:00,14:15:00,R ESPY-HARLAN,59
201948,2,2026282888,2014-02-19,11:30:00,12:40:00,R ESPY-HARLAN,59
201959,3,2028240730,2014-02-26,09:50:00,11:55:00,Laura Wildey,89
201969,3,2028856600,2014-02-11,13:15:00,14:35:00,R ESPY-HARLAN,59
201987,3,2026283380,2014-02-26,13:10:00,13:30:00,SHARON CAVE,124
201993,3,2023447021,2014-02-27,10:35:00,11:50:00,Temesgen Jemaneh,422
201994,2,2029996880,2014-02-27,10:20:00,13:15:00,Victoria Fletcher,087
202000,3,2025464522,2014-02-27,14:17:00,14:35:00,Victoria Fletcher,087
202015,3,2025440931,2014-02-27,14:35:00,15:25:00,TEMESGEN JEMANEH,422
202023,3,2023381414,2014-02-28,13:57:00,14:45:00,C BASSEY,612
202040,3,2028240730,2014-02-28,09:45:00,10:26:00,Laura Wildey,89
202053,0,2025621214,2014-02-28,10:20:00,11:00:00,FANG,611
202060,2,2023730035,2014-02-28,12:00:00,12:40:00,FANG,611
202069,2,2022657237,2014-02-28,13:15:00,14:05:00,ROSS GATERETSE,624
202101,3,2024505620,2014-03-05,11:32:00,12:15:00,Ronnie Taylor / Douglas Dalier,082
202104,3,2023447021,2014-03-05,14:15:00,15:30:00,TEMESGEN JEMANEH,422
202122,2,2025433923,2014-03-06,10:09:00,12:00:00,Victoria Fletcher,087
202124,3,2024643390,2014-03-06,12:15:00,14:00:00,Victoria Fletcher,087
202128,3,2025461935,2014-03-06,14:10:00,15:30:00,Victoria Fletcher,087
202129,3,2026783738,2014-03-06,10:25:00,11:30:00,Temesgen Jemaneh,422
202147,2,2023323722,2014-03-05,14:20:00,15:20:00,C BASSEY,612
202157,5,2025543354,2014-03-07,10:00:00,12:30:00,TEMESGEN JEMANEH,422
202164,3,2023374663,2014-03-06,12:30:00,13:15:00,Joyce Moore,64
202167,3,2022990800,2014-03-08,17:45:00,20:55:00,C BASSEY,612
202203,3,2024087474,2014-03-10,10:45:00,11:50:00,Carolene Bailey,107
202207,2,2025433923,2014-03-11,09:55:00,10:50:00,Victoria Fletcher,087
202208,3,2022328424,2014-03-11,10:10:00,11:30:00,Douglas Dalier,082
202229,3,2026783738,2014-03-11,12:55:00,13:50:00,Temesgen Jemaneh,422
202231,3,2022236941,2014-03-11,12:30:00,13:30:00,Carolene Bailey,107
202237,2,2022326200,2014-03-13,10:32:00,11:26:00,Ivory Gene Cooper,650
202251,3,2025254903,2014-03-14,10:10:00,11:00:00,Bruce E. Flippens,411
202256,3,2026783738,2014-03-11,16:00:00,16:30:00,TEMESGEN JEMANEH,422
202260,4,2023422500,2014-03-07,10:35:00,11:34:00,C BASSEY,612
202268,3,2023997526,2014-03-14,13:50:00,14:55:00,Carolene Bailey,107
202275,3,2023474701,2014-03-18,10:10:00,12:35:00,Laura Wildey,89
202289,3,2028032371,2014-03-18,10:15:00,11:15:00,A. Jackson,54
202290,2,2027837800,2014-03-18,14:30:00,15:15:00,Douglas Dalier,082
202293,3,2025461935,2014-03-18,15:10:00,16:00:00,Victoria Fletcher,087
202295,5,2025543354,2014-03-18,11:50:00,13:00:00,JEMAL YASIN,026
202302,4,2024624265,2014-03-18,18:00:00,20:20:00,JEMAL YASIN,026
202306,3,2022447400,2014-03-18,16:05:00,16:47:00,C BASSEY,612
202312,3,2026675937,2014-03-19,20:25:00,21:25:00,JEMAL YASIN,026
202316,4,2026520642,2014-03-18,14:15:00,15:00:00,Carolene Bailey,107
202327,3,2024087474,2014-03-18,11:30:00,12:15:00,SHARON CAVE,124
202328,3,2028064142,2014-03-11,10:15:00,10:45:00,Alice Jackson,54
202329,3,2028064147,2014-03-11,10:45:00,11:00:00,Alice Jackson,54
202330,3,2028064147,2014-03-11,11:10:00,11:15:00,Alice Jackson,54
202334,3,2028228783,2014-03-19,10:30:00,12:45:00,JEMAL YASIN,026
202335,3,,2014-03-19,10:45:00,14:00:00,Victoria Fletcher,087
202337,2,2026382460,2014-03-19,13:06:00,14:20:00,Denise T. Lucas,603
202358,3,2027372200,2014-03-19,11:00:00,11:56:00,Laura Wildey,89
202370,3,2022233338,2014-03-19,13:00:00,14:00:00,A. Jackson,54
202374,3,2025461935,2014-03-20,15:10:00,15:55:00,Victoria Fletcher,087
202381,3,2027583637,2014-03-14,11:00:00,12:05:00,Carolene Bailey,107
202384,3,2027372200,2014-03-06,10:01:00,11:11:00,Laura Wildey,89
202392,3,2025461935,2014-03-20,13:15:00,14:20:00,TEMESGEN JEMANEH,422
202404,4,2029741961,2014-03-21,10:00:00,11:30:00,TEMESGEN JEMANEH,422
202408,3,2022169550,2014-03-21,10:01:00,13:55:00,Laura Wildey,89
202410,4,,2014-03-21,11:33:00,13:10:00,TEMESGEN JEMANEH,422
202414,3,2028879215,2014-03-21,13:31:00,14:55:00,TEMESGEN JEMANEH,422
202416,3,2024842739,2014-03-21,11:25:00,12:40:00,FANG,611
202417,3,2022961950,2014-03-21,12:30:00,14:00:00,Douglas Dalier,082
202421,3,2023934232,2014-03-20,10:50:00,11:20:00,Carolene Bailey,107
202423,3,2027066761,2014-03-21,13:10:00,15:10:00,Victoria Fletcher,087
202430,2,2027583562,2014-03-20,17:45:00,18:45:00,A. Jackson,54
202432,3,2022653413,2014-03-20,18:50:00,19:40:00,A. Jackson,54
202441,3,2023338060,2014-03-21,14:45:00,15:45:00,Joyce Moore,64
202442,3,2026282222,2014-03-21,11:15:00,12:45:00,Denise T. Lucas,603
202445,3,2025750544,2014-03-21,14:15:00,15:10:00,SHARON CAVE,124
202448,3,2026821111,2014-03-24,10:48:00,13:45:00,Laura Wildey,89
202450,3,2023474701,2014-03-24,14:01:00,14:25:00,Victoria Fletcher,087
202462,3,2022236941,2014-03-21,11:35:00,12:15:00,Joyce Moore,64
202465,3,2025121066,2014-03-24,12:40:00,14:20:00,TEMESGEN JEMANEH,422
202468,3,2026821111,2014-03-25,07:20:00,08:00:00,Laura Wildey,89
202469,3,2023328955,2014-03-24,11:00:00,12:20:00,R ESPY-HARLAN,59
202471,2,2023880348,2014-03-24,11:55:00,13:10:00,Carolene Bailey,107
202478,3,2028425858,2014-03-24,10:00:00,11:10:00,Douglas Dalier,082
202490,2,2028828999,2014-03-25,12:52:00,14:43:00,Ivory Gene Cooper,650
202512,3,2027331285,2014-03-24,11:25:00,12:15:00,SHARON CAVE,124
202519,3,2026821111,2014-03-25,15:50:00,16:31:00,Ronnie Taylor,601
202520,3,2027222800,2014-03-26,10:54:00,13:56:00,Ivory Gene Cooper,650
202526,3,2022698540,2014-03-26,10:10:00,11:15:00,Denise T. Lucas/Laura Wildey,603
202533,3,2025064765,2014-03-26,14:20:00,15:30:00,Bruce E. Flippens,411
202569,2,2023332460,2014-03-26,13:50:00,14:45:00,Carolene Bailey,107
202572,3,2023331155,2014-03-26,12:00:00,12:55:00,Carolene Bailey,107
202580,3,2023472233,2014-03-27,10:17:00,12:51:00,Ivory Gene Cooper,650
202583,2,2025432549,2014-03-27,10:05:00,10:53:00,Laura Wildey,89
202592,3,2025750544,2014-03-27,13:30:00,14:40:00,TEMESGEN JEMANEH,422
202595,3,2027066761,2014-03-26,13:30:00,14:30:00,Douglas Dalier,082
202601,2,2022932057,2014-03-27,14:10:00,14:40:00,Carolene Bailey,107
202603,3,2026387101,2014-03-27,12:10:00,13:00:00,Carolene Bailey,107
202605,3,2025473837,2014-03-27,11:30:00,12:20:00,SHARON CAVE,124
202606,3,2023638218,2014-03-27,10:45:00,12:00:00,R ESPY-HARLAN,59
202608,2,2026382460,2014-03-27,13:10:00,13:45:00,SHARON CAVE,124
202611,3,2023474701,2014-03-27,14:00:00,14:35:00,SHARON CAVE,124
202612,3,2028240730,2014-03-28,14:10:00,15:45:00,Megan Johnson,121
202613,2,2022930049,2014-03-26,11:10:00,12:00:00,SHARON CAVE,124
202616,3,2023934404,2014-03-28,09:52:00,11:30:00,Laura Wildey,89
202621,3,2022380180,2014-03-28,12:29:00,16:02:00,Ivory Gene Cooper / Douglas Dalier,650
202632,3,2022377711,2014-03-28,14:30:00,16:45:00,C BASSEY,612
202634,2,2022999111,2014-03-26,12:09:00,16:47:00,C BASSEY,612
202648,3,2026282222,2014-03-31,12:15:00,13:30:00,Victoria Fletcher,087
202649,3,2022169550,2014-03-31,12:39:00,14:20:00,Laura Wildey,89
202656,3,2025121066,2014-03-31,11:30:00,12:20:00,TEMESGEN JEMANEH,422
202659,3,2026821111,2014-03-31,13:35:00,14:38:00,Victoria Fletcher,087
202660,3,2025064765,2014-03-31,14:50:00,15:30:00,Bruce E. Flippens,411
202666,3,2024644461,2014-03-31,11:55:00,13:35:00,ROSS GATERETSE,624
202674,3,2024643390,2014-04-01,09:50:00,23:20:00,TEMESGEN JEMANEH,422
202676,3,2023472233,2014-04-01,10:50:00,12:04:00,Ivory Gene Cooper / Douglas Dalier,650
202682,3,2025473233,2014-04-01,11:25:00,13:20:00,TEMESGEN JEMANEH,422
202683,2,2024633010,2014-04-01,11:15:00,12:45:00,A. Jackson,54
202686,3,2027331285,2014-04-01,10:00:00,11:00:00,Denise T. Lucas,603
202689,3,2027355649,2014-04-01,12:10:00,14:50:00,Victoria Fletcher,087
202693,2,2022930049,2014-04-01,11:55:00,12:10:00,Carolene Bailey,107
202694,3,2022169550,2014-04-01,21:53:00,10:35:00,Laura Wildey,89
202697,2,2023332460,2014-04-01,14:20:00,14:40:00,Carolene Bailey,107
202700,3,2023474575,2014-04-01,13:04:00,14:40:00,Laura Wildey,89
202716,2,2022165988,2014-03-31,12:30:00,13:45:00,R ESPY-HARLAN,59
202717,3,2025750544,2014-04-01,13:55:00,14:30:00,FANG,611
202720,2,2025303918,2014-03-26,14:10:00,15:30:00,R ESPY-HARLAN,59
202724,3,2023471760,2014-04-02,11:50:00,12:55:00,ROSS GATERETSE,624
202735,2,2025432549,2014-04-02,11:16:00,12:00:00,Denise T. Lucas,603
202736,3,2023337370,2014-04-02,12:25:00,13:10:00,DOUGLAS DALIER,082
202738,3,2027891397,2014-04-02,12:50:00,14:15:00,Laura Wildey,89
202755,3,2026594136,2014-04-02,13:45:00,14:45:00,A. Jackson,54
202761,3,,2014-04-02,14:15:00,15:30:00,ROSS GATERETSE,624
202770,3,2025473837,2014-04-02,13:10:00,13:40:00,SHARON CAVE,124
202771,3,2022698540,2014-04-02,11:40:00,12:15:00,FANG,611
202772,3,2026675937,2014-04-01,19:20:00,20:45:00,R ESPY-HARLAN,59
202782,3,,2014-04-03,12:11:00,13:55:00,Douglas Dalier,082
202787,3,2024790027,2014-04-03,11:10:00,12:05:00,FANG,611
202792,2,,2014-04-03,14:01:00,14:45:00,FANG,611
202799,2,2023477428,2014-04-03,14:40:00,15:20:00,Carolene Bailey,107
202800,3,2023934404,2014-04-03,13:45:00,14:30:00,Carolene Bailey,107
202801,3,2025891680,2014-04-03,13:25:00,15:30:00,TEMESGEN JEMANEH,422
202812,2,2028428045,2014-04-03,14:48:00,16:25:00,Laura Wildey,89
202819,4,2025252116,2014-04-04,11:15:00,12:50:00,Victoria Fletcher,087
202846,3,2026398999,2014-04-04,11:15:00,12:15:00,Joyce Moore,64
202852,3,2023474575,2014-04-07,10:53:00,11:30:00,Laura Wildey,89
202860,3,2023985484,2014-04-07,12:00:00,01:55:00,Laura Wildey,89
202868,3,2023474265,2014-04-07,14:06:00,15:50:00,Laura Wildey,89
202869,3,2024643390,2014-04-07,11:00:00,11:50:00,TEMESGEN JEMANEH,422
202872,3,2025473233,2014-04-07,12:01:00,12:35:00,TEMESGEN JEMANEH,422
202878,3,2027355649,2014-04-07,14:25:00,15:10:00,TEMESGEN JEMANEH,422
202882,3,7812242488,2014-04-07,10:20:00,00:15:00,ROSS GATERETSE,624
202887,3,2028289191,2014-04-07,14:15:00,15:30:00,A. Jackson,54
202888,3,2023622583,2014-04-08,12:02:00,14:32:00,Ivory Gene Cooper,650
202890,3,2027835854,2014-04-03,11:00:00,11:50:00,SHARON CAVE,124
202901,3,2023471760,2014-04-07,10:00:00,10:45:00,JEMAL YASIN,026
202909,3,2024503412,2014-04-01,13:00:00,13:40:00,R ESPY-HARLAN,59
202913,4,2023383830,2014-04-08,12:55:00,15:30:00,Douglas Dalier,082
202928,3,2022897561,2014-04-03,10:20:00,11:30:00,R ESPY-HARLAN,59
202930,3,2028323334,2014-04-07,13:10:00,14:15:00,Carolene Bailey,107
202943,3,2026252222,2014-04-07,11:20:00,12:05:00,C BASSEY,612
202960,3,2024294350,2014-04-03,11:40:00,13:00:00,R ESPY-HARLAN,59
202969,3,2026398999,2014-04-11,12:04:00,13:03:00,Ivory Gene Cooper,650
202971,3,,2014-04-10,10:25:00,11:20:00,Douglas Dalier,082
202973,4,2028982057,2014-04-10,10:09:00,12:00:00,Laura Wildey,89
202976,4,2025431040,2014-04-10,10:00:00,13:50:00,TEMESGEN JEMANEH,422
202978,2,2028985704,2014-04-10,11:30:00,13:00:00,A. Jackson,54
202982,3,2022897561,2014-04-10,13:45:00,14:40:00,A. Jackson,54
203003,3,,2014-04-10,10:20:00,11:15:00,SHARON CAVE,124
203013,3,2025541357,2014-04-11,10:10:00,12:40:00,TEMESGEN JEMANEH,422
203014,4,2022341969,2014-04-03,17:15:00,18:45:00,R ESPY-HARLAN,59
203015,3,2023474701,2014-04-11,11:40:00,12:20:00,Victoria Fletcher,087
203017,4,2025252116,2014-04-11,12:25:00,14:10:00,Laura Wildey,89
203019,2,2022165988,2014-04-11,13:12:00,14:08:00,Ivory Gene Cooper,650
203032,3,2025891680,2014-04-11,14:00:00,15:30:00,Jerome Grant,422
203035,2,2026362375,2014-04-11,10:30:00,12:05:00,ROSS GATERETSE,624
203043,3,2024294350,2014-04-10,13:30:00,14:55:00,Douglas Dalier,082
203049,3,2023474575,2014-04-14,09:52:00,10:15:00,Laura Wildey,89
203051,3,2023985484,2014-04-14,10:48:00,11:05:00,Laura Wildey,89
203052,3,2023474265,2014-04-14,11:06:00,11:40:00,Laura Wildey,89
203057,3,2024643390,2014-04-14,10:50:00,11:25:00,TEMESGEN JEMANEH,422
203058,3,,2014-04-14,12:45:00,14:15:00,JEMAL YASIN,026
203059,3,2027835854,2014-04-14,11:45:00,12:55:00,Laura Wildey,89
203062,3,2024643390,2014-04-14,14:30:00,15:30:00,TEMESGEN JEMANEH,422
203064,3,2024790027,2014-04-14,11:00:00,11:40:00,FANG,611
203068,3,2024505346,2014-04-14,13:00:00,14:10:00,Douglas Dalier,082
203077,2,2025263677,2014-04-14,13:55:00,15:05:00,ROSS GATERETSE,624
203078,3,2027233209,2014-04-14,23:45:00,12:50:00,C BASSEY,612
203082,3,2027222800,2014-04-14,17:14:00,17:47:00,C BASSEY,612
203083,3,7812242488,2014-04-14,10:15:00,11:30:00,Denise T. Lucas,603
203086,3,2022990374,2014-04-14,10:00:00,11:10:00,Douglas Dalier,082
203089,3,2024644461,2014-04-14,11:30:00,12:00:00,SHARON CAVE,124
203094,4,2028982057,2014-04-15,09:32:00,09:50:00,Laura Wildey,89
203099,3,2026386800,2014-04-15,10:50:00,14:03:00,Ivory Gene Cooper,650
203115,3,2027331285,2014-04-15,12:00:00,13:00:00,TEMESGEN JEMANEH,422
203126,2,2023634220,2014-04-15,14:59:00,16:15:00,C BASSEY,612
203130,3,2028889898,2014-04-17,10:32:00,11:46:00,Ivory Gene Cooper,650
203141,3,2023471760,2014-04-17,10:40:00,11:10:00,JEMAL YASIN,026
203152,3,2026820143,2014-04-17,11:05:00,12:15:00,Denise T. Lucas,603
203162,4,2025252116,2014-04-17,10:20:00,10:40:00,Laura Wildey,89
203172,3,2025464737,2014-04-17,10:30:00,11:55:00,ROSS GATERETSE,624
203173,2,2024560500,2014-04-17,14:15:00,15:10:00,ROSS GATERETSE,624
203179,3,2024839199,2014-04-14,13:20:00,14:30:00,Megan Johnson,121
203187,3,2024294350,2014-04-18,13:00:00,13:20:00,Douglas Dalier,082
203204,3,2025438222,2014-04-21,10:30:00,12:30:00,Denise T. Lucas,603
203206,3,2022698540,2014-04-21,10:10:00,10:50:00,FANG,611
203209,2,2025263677,2014-04-21,12:00:00,12:40:00,FANG,611
203215,3,2023314190,2014-04-21,14:31:00,15:15:00,Douglas Dalier,082
203218,3,2026675937,2014-04-21,14:12:00,15:02:00,Ronnie Taylor,601
203221,3,2024796738,2014-04-22,10:50:00,14:20:00,Victoria Fletcher,087
203229,3,2026386800,2014-04-22,11:40:00,12:45:00,Douglas Dalier,082
203233,3,2025541357,2014-04-22,12:30:00,13:20:00,Jemal Yasin,026
203234,3,2025548826,2014-04-22,13:30:00,14:00:00,JEMAL YASIN,026
203235,3,2025548826,2014-04-22,14:00:00,14:30:00,Jemal Yasin,026
203236,3,2029692858,2014-04-22,13:40:00,14:20:00,DOUGLAS DALIER,082
203240,2,2024393801,2014-04-23,12:00:00,14:00:00,Victoria Fletcher,087
203244,2,2024292253,2014-04-23,11:01:00,12:00:00,A. Jackson,54
203246,2,2022961109,2014-04-23,13:00:00,13:45:00,A. Jackson,54
203250,3,2024884113,2014-04-23,11:55:00,13:15:00,ROSS GATERETSE,624
203253,2,2022865181,2014-04-23,15:00:00,15:45:00,Joyce Moore,64
203261,4,2023935444,2014-04-22,13:10:00,14:20:00,Carolene Bailey,107
203263,3,2027890066,2014-04-23,11:01:00,11:45:00,SHARON CAVE,124
203274,2,2026382460,2014-04-23,14:10:00,14:35:00,SHARON CAVE,124
203277,2,2023931663,2014-04-24,11:10:00,12:30:00,SHARON CAVE,124
203278,3,2023474265,2014-04-24,13:10:00,13:45:00,SHARON CAVE,124
203279,2,,2014-04-17,11:20:00,12:35:00,Megan Johnson,121
203295,3,,2014-04-25,13:45:00,14:15:00,JEMAL YASIN,026
203300,3,2027237300,2014-04-24,11:06:00,12:20:00,C BASSEY,612
203318,3,2023338377,2014-04-28,10:15:00,11:30:00,A.Jackson,54
203320,4,2023383830,2014-04-28,10:10:00,12:15:00,Douglas Dalier,082
203321,2,2024393801,2014-04-28,11:30:00,12:10:00,JEMAL YASIN,026
203327,3,2027890066,2014-04-28,10:45:00,11:30:00,Denise T. Lucas,603
203330,3,2023383881,2014-04-28,13:30:00,14:30:00,A. Jackson,54
203331,3,2025759464,2014-04-28,10:25:00,11:20:00,FANG,611
203332,2,2022912244,2014-04-25,13:00:00,14:30:00,R ESPY-HARLAN,59
203338,3,2026820143,2014-04-28,12:15:00,15:15:00,Victoria Fletcher,087
203369,3,2024884113,2014-04-28,12:30:00,13:30:00,JEMAL YASIN,026
203371,3,2023328955,2014-04-24,14:15:00,15:40:00,Megan Johnson,121
203372,3,2024802357,2014-04-23,11:10:00,12:15:00,Carolene Bailey,107
203376,3,2023374455,2014-04-28,10:30:00,23:45:00,R ESPY-HARLAN,59
203377,2,2022921960,2014-05-01,10:20:00,12:46:00,Laura Wildey,89
203381,5,2025544040,2014-05-01,10:30:00,14:00:00,Denise T. Lucas,603
203393,3,2024505346,2014-04-25,11:30:00,12:00:00,Megan Johnson,121
203394,3,2024505346,2014-04-25,11:30:00,12:00:00,Megan Johnson,121
203396,2,2026362375,2014-05-01,13:15:00,14:25:00,ROSS GATERETSE,624
203407,3,2025436835,2014-04-28,11:15:00,11:40:00,SHARON CAVE,124
203408,3,2025438222,2014-04-28,13:15:00,13:40:00,SHARON CAVE,124
203414,5,2025544040,2014-05-02,11:21:00,13:56:00,Victoria Fletcher,087
203419,2,2026862966,2014-05-02,10:15:00,11:35:00,Megan Johnson,121
203420,2,2022865181,2014-05-01,10:00:00,10:45:00,Joyce Moore,64
203421,3,,2014-05-02,10:15:00,11:00:00,Joyce Moore,64
203428,5,2025544040,2014-05-03,13:20:00,14:25:00,Laura Wildey,89
203435,3,2025438222,2014-04-28,13:15:00,13:40:00,SHARON CAVE,124
203440,3,2027334454,2014-05-05,12:59:00,15:10:00,Laura Wildey,89
203451,3,2028981698,2014-05-05,10:31:00,11:30:00,Douglas Dalier,082
203458,3,2023328955,2014-05-05,15:13:00,15:45:00,C BASSEY,612
203461,2,2022921960,2014-05-05,09:50:00,10:15:00,Laura Wildey,89
203466,2,,2014-05-05,11:31:00,12:30:00,Douglas Dalier,082
203471,3,2025438222,2014-05-05,11:30:00,12:20:00,SHARON CAVE,124
203472,3,2023477359,2014-05-02,11:50:00,12:30:00,SHARON CAVE,124
203475,4,2029861415,2014-05-06,10:55:00,12:45:00,Douglas Dalier,082
203476,3,2027892227,2014-05-06,12:03:00,14:02:00,Laura Wildey,89
203478,3,2026974293,2014-05-06,14:03:00,15:15:00,Laura Wildey,89
203481,4,2022341969,2014-05-06,13:10:00,14:15:00,Douglas Dalier,082
203486,3,,2014-05-06,10:30:00,11:55:00,ROSS GATERETSE,624
203490,3,2027331285,2014-05-06,00:35:00,13:30:00,ROSS GATERETSE,624
203494,4,2025890351,2014-05-06,10:06:00,14:36:00,Victoria Fletcher,087
203523,3,2026378889,2014-05-07,13:45:00,15:10:00,ROSS GATERETSE,624
203527,3,,2014-05-07,16:51:00,20:36:00,Laura Wildey,89
203532,3,2022990374,2014-05-01,12:05:00,12:25:00,Megan Johnson,121
203534,2,2022961109,2014-05-01,10:45:00,11:00:00,Megan Johnson,121
203551,3,2027832123,2014-05-09,10:23:00,11:55:00,Laura Wildey,89
203553,3,,2014-05-09,12:00:00,13:00:00,Joyce Moore,64
203554,4,2026360050,2014-05-09,11:10:00,12:00:00,Bruce E. Flippens,411
203561,3,7622337070,2014-05-09,11:10:00,12:55:00,Victoria Fletcher,087
203572,3,2022690300,2014-05-12,10:05:00,11:00:00,Bruce E. Flippens,411
203575,4,2023195295,2014-05-12,10:20:00,13:40:00,Victoria Fletcher,087
203576,3,2028428484,2014-05-12,11:30:00,12:20:00,Bruce E. Flippens,411
203577,2,2023195295,2014-05-12,11:00:00,13:40:00,Victoria Fletcher,087
203580,3,2029941956,2014-05-12,10:40:00,12:40:00,TEMESGEN JEMANEH,422
203581,4,2029441061,2014-05-12,11:20:00,12:00:00,JEMAL YASIN,026
203585,3,2025067272,2014-05-08,14:35:00,15:20:00,Jemal Yasin,026
203590,4,2029947470,2014-05-12,11:00:00,12:00:00,SHARON CAVE,124
203595,3,2026082145,2014-05-12,14:05:00,15:15:00,FANG,611
203603,3,2029947472,2014-05-12,11:00:00,12:00:00,SHARON CAVE,124
203604,3,2023374455,2014-05-12,10:35:00,11:05:00,Megan Johnson,121
203613,2,2029094389,2014-05-14,10:20:00,11:30:00,Bruce E. Flippens,411
203614,5,2027850012,2014-05-14,11:40:00,12:45:00,Alice Jackson / Douglas Dalier,082
203615,3,2029559001,2014-05-14,13:40:00,15:00:00,Alice Jackson / Douglas Dalier,082
203625,2,,2014-05-14,13:15:00,14:45:00,Joyce Moore/MEGAN JOHNSON,64
203630,3,2023870909,2014-05-14,10:40:00,,Joyce Moore,64
203633,3,2023328955,2014-05-13,15:47:00,16:15:00,C BASSEY,612
203654,3,2020000000,2014-05-15,14:15:00,15:30:00,ROSS GATERETSE,624
203669,3,2027832123,2014-05-19,09:21:00,10:00:00,Laura Wildey,89
203671,3,2023338060,2014-05-19,10:40:00,11:25:00,Douglas Dalier,082
203674,4,2026339503,2014-05-19,10:05:00,13:00:00,JEMAL YASIN,026
203677,2,2026590033,2014-05-19,11:45:00,13:00:00,Douglas Dalier,082
203678,4,2025890351,2014-05-19,12:20:00,14:10:00,Victoria Fletcher,087
203683,3,2028980299,2014-05-19,12:36:00,02:10:00,Denise T. Lucas,603
203686,3,,2014-05-19,14:10:00,15:45:00,Douglas Dalier,082
203690,4,2023935444,2014-04-28,14:15:00,14:30:00,Carolene Bailey,107
203719,3,2026880330,2014-05-20,13:40:00,14:45:00,Victoria Fletcher,087
203720,4,2022341969,2014-05-20,14:00:00,15:00:00,A. Jackson,54
203722,3,2029559001,2014-05-20,11:10:00,11:55:00,Douglas Dalier,082
203727,3,2023209200,2014-05-20,11:50:00,13:15:00,Megan Johnson,121
203739,3,2026974293,2014-05-21,11:18:00,11:40:00,Laura Wildey,89
203740,3,2023717994,2014-05-21,10:21:00,12:30:00,Victoria Fletcher,087
203741,3,,2014-05-21,10:32:00,12:30:00,Temesgen Jemaneh,422
203742,3,,2014-05-21,10:10:00,12:35:00,JEMAL YASIN,026
203744,3,2027334454,2014-05-21,12:43:00,13:10:00,Laura Wildey,89
203746,3,2020000000,2014-05-21,12:35:00,13:45:00,ROSS GATERETSE,624
203748,2,2026439222,2014-05-21,10:45:00,12:15:00,ROSS GATERETSE,624
203757,3,2023938809,2014-05-21,13:30:00,14:10:00,JEMAL YASIN,026
203758,2,2028420045,2014-05-22,10:00:00,12:00:00,Temesgen Jemaneh,422
203759,4,2023422500,2014-05-22,10:30:00,11:45:00,A. Jackson,54
203760,3,2023638218,2014-05-22,12:40:00,13:48:00,C bassey,612
203766,3,2022326366,2014-05-22,16:00:00,16:35:00,Bruce E. Flippens,411
203769,3,2029948844,2014-05-22,14:00:00,15:25:00,R ESPY-HARLAN,59
203770,2,2022442447,2014-05-20,11:06:00,12:45:00,C BASSEY,612
203781,3,2022169481,2014-05-23,11:16:00,12:50:00,Laura Wildey,89
203785,3,,2014-05-23,11:00:00,11:45:00,FANG,611
203789,3,2022892138,2014-05-23,11:50:00,14:45:00,Victoria Fletcher,087
203801,3,2022892138,2014-05-27,09:55:00,11:25:00,Victoria Fletcher,087
203806,3,2023338800,2014-05-27,11:15:00,11:50:00,Douglas Dalier,082
203807,3,2028980299,2014-05-27,11:30:00,12:41:00,Victoria Fletcher,087
203814,3,,2014-05-27,12:50:00,13:35:00,Douglas Dalier,082
203816,4,2023195295,2014-05-27,11:00:00,11:50:00,FANG,611
203828,2,2026590033,2014-05-27,13:45:00,14:40:00,Douglas Dalier,082
203830,2,2024644354,2014-05-27,11:00:00,11:50:00,Joyce Moore,64
203835,3,2023716788,2014-05-27,11:30:00,12:20:00,SHARON CAVE,124
203837,3,2026880330,2014-05-27,13:10:00,13:35:00,SHARON CAVE,124
203842,3,2023371111,2014-05-28,14:35:00,15:55:00,R ESPY-HARLAN,59
203843,3,2022169481,2014-05-28,10:57:00,11:24:00,Laura Wildey,89
203845,4,2026339503,2014-05-28,11:00:00,11:30:00,JEMAL YASIN,026
203846,3,,2014-05-28,10:00:00,10:30:00,JEMAL YASIN,026
203851,3,,2014-05-28,13:30:00,15:00:00,A. Jackson,54
203853,3,2022892138,2014-05-28,11:40:00,12:10:00,Laura Wildey,89
203856,3,2023996565,2014-05-28,10:00:00,11:55:00,Denise T. Lucas,603
203870,3,,2014-05-28,17:25:00,19:15:00,Laura Wildey,89
203873,2,2028420045,2014-05-29,11:37:00,13:20:00,Temesgen Jemaneh,422
203879,3,2028240730,2014-05-29,10:25:00,11:55:00,Denise T. Lucas,603
203882,3,2023334422,2014-05-29,11:00:00,12:25:00,Douglas Dalier,082
203883,3,2024621159,2014-05-28,13:30:00,14:45:00,Megan Johnson,121
203888,3,2026958115,2014-05-29,13:04:00,14:45:00,C BASSEY,612
203889,5,2024763188,2014-05-29,11:39:00,13:50:00,C BASSEY,612
203900,3,2026106464,2014-05-30,11:00:00,12:30:00,FANG,611
203901,3,2023870909,2014-05-28,11:40:00,12:00:00,Megan Johnson,121
203908,3,2023717994,2014-05-27,10:30:00,11:15:00,Carolene Bailey,107
203913,4,2029741961,2014-06-02,10:26:00,11:40:00,Victoria Fletcher,087
203920,2,,2014-06-02,09:50:00,10:20:00,Douglas Dalier,082
203921,3,2022961950,2014-06-02,13:15:00,14:15:00,A. Jackson,54
