X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-77.001324326,38.924209935199997,10395,268183,ACTIVE,One Family Rental,500514901610,Rahewa Yemane,2016-02-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,2016-03-30T00:00:00.000Z,202-607-6825,2016-04-01T06:45:30.000Z,WASHINGTON,DC,315 EVARTS STREET NE,38.924202,-77.001322,399885.36,139591.94,20002,39402,24583,24583,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.962585003800001,38.9311838669,9922,272136,READY TO RENEW,One Family Rental,500514002489,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,2403053434,2016-03-14T06:45:52.000Z,WASHINGTON,DC,3205 WALNUT STREET NE,38.931176,-76.962583,403244.3,140366.77,20018,38715,23784,23784,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
-76.981021607900004,38.884694342099998,9934,238304,READY TO BATCH PRINT,One Family Rental,68003144,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-31T00:00:00.000Z,,2016-04-04T06:45:45.000Z,WASHINGTON,DC,325 17TH STREET SE,38.884687,-76.981019,401646.81,135205.56,20003,37565,23805,23805,6,6B,6B09,FIRST,108,26,NONE,NONE,NONE,NONE
-76.964137971400007,38.878863662100002,13089,270210,ACTIVE,Apartment,500114902464,WCSmith,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-15T00:00:00.000Z,202-371-1220,2016-03-17T06:45:34.000Z,WASHINGTON,DC,3017 MASSACHUSETTS AVENUE SE,38.878856,-76.964136,403111.93,134558.75,20019,41993,28886,28886,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
-76.9775590032,38.886310282700002,11739,238899,READY TO BATCH PRINT,General Business Licenses,70102999,,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-03-28T00:00:00.000Z,,2016-03-30T06:45:30.000Z,WASHINGTON,DC,1840 BURKE STREET SE,38.886303,-76.977557,401947.19,135385.01,20003,54842,27252,27252,6,6B,6B10,FIRST,108,26,NONE,NONE,NONE,NONE
-77.001792407,38.882673577299997,12646,245323,ACTIVE,General Business Licenses,400312900585,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-04-01T00:00:00.000Z,202-527-9089,2016-04-04T06:45:44.000Z,WASHINGTON,DC,302 SOUTH CAROLINA AVENUE SE,38.882666,-77.00179,399844.68,134981.07,20003,41870,28467,28467,6,6B,6B03,FIRST,107,26,NONE,NONE,NONE,NONE
-76.977499521699997,38.903878661599997,12212,162726,EXPIRED,One Family Rental,500512001109,,2014-03-01T00:00:00.000Z,2016-02-28T00:00:00.000Z,2016-04-04T00:00:00.000Z,2403953906,2016-04-06T06:45:35.000Z,WASHINGTON,DC,1822 L STREET NE,38.903871,-76.977497,401951.87,137335.24,20002,55322,28035,28035,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
-76.977257588599997,38.841137877400001,12233,271205,READY TO BATCH PRINT,One Family Rental,500514902899,DKM Living LLC,2016-06-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,619-787-3403,2016-04-06T06:45:35.000Z,WASHINGTON,DC,1909 VALLEY TERRACE SE,38.84113,-76.977255,401974.59,130370.55,20032,54324,28080,28080,8,8E,8E03,SEVENTH,704,38,NONE,NONE,NONE,NONE
-76.964032195599998,38.878820659500001,12690,270211,ACTIVE,Apartment,500114902466,WCSmith,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-15T00:00:00.000Z,202-371-1220,2016-03-17T06:45:34.000Z,WASHINGTON,DC,3019 MASSACHUSETTS AVENUE SE,38.878813,-76.96403,403121.11,134553.98,20019,41818,28545,28545,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
-76.958792813700001,38.929693607799997,13134,268520,EXPIRED,General Business Licenses,400314901792,"Subject Matter Experts IT LLC; Rodney Drummond Jr",2014-03-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-262-4475,2016-04-06T06:45:35.000Z,WASHINGTON,DC,3033 BLADENSBURG ROAD NE,38.929686,-76.958791,403573.18,140201.48,20018,41515,29028,29028,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,NONE
-77.008727660800005,38.915335512799999,11815,163303,ACTIVE,One Family Rental,500512900360,thomas papsidero,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-04-01T00:00:00.000Z,,2016-04-04T06:45:44.000Z,WASHINGTON,DC,1841 NORTH CAPITOL STREET NE,38.915328,-77.008725,399243.29,138606.84,20002,54873,27387,27387,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.978595785600007,38.861651329399997,11820,270085,READY TO BATCH PRINT,Charitable Solicitation,400214000203,Alpha Phi Alpha Fraternity Omicron Lambda Alpha Education Foundat,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-03-30T00:00:00.000Z,443-722-1300,2016-04-01T06:45:30.000Z,WASHINGTON,DC,1825 W STREET SE,38.861644,-76.978594,401857.88,132647.66,20020,55193,27401,27401,8,8B,8B01,SEVENTH,701,28,NONE,NONE,NONE,NONE
-76.9834648386,38.853820374800002,13169,162757,EXPIRED,One Family Rental,500512001140,,2014-03-01T00:00:00.000Z,2016-02-28T00:00:00.000Z,2016-04-04T00:00:00.000Z,2022917784,2016-04-06T06:45:35.000Z,WASHINGTON,DC,3034 STANTON ROAD SE,38.853813,-76.983463,401435.45,131778.28,20020,41540,29098,29098,8,8A,8A07,SEVENTH,703,37,NONE,NONE,NONE,NONE
-76.963468390700001,38.878620768399998,13171,270213,ACTIVE,Apartment,500114902468,WCSmith,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-17T00:00:00.000Z,2023711220,2016-03-21T06:45:39.000Z,WASHINGTON,DC,3035 MASSACHUSETTS AVENUE SE,38.878613,-76.963466,403170.04,134531.81,20019,41554,29105,29105,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
-76.997486017699998,38.844533097400003,13178,171400,READY TO RENEW,Beauty Shop Braiding,68003644,AFRICA QUEEN BRAIDS,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:52.000Z,WASHINGTON,DC,3012 MARTIN LUTHER KING JR AVENUE SE,38.844526,-76.997484,400218.44,130747.2,20032,42067,29112,29112,8,8C,8C03,SEVENTH,705,39,NONE,NONE,NONE,NONE
-76.976372940700003,38.8453525742,11842,291935,ACTIVE,One Family Rental,500516902640,"KDS & Assoc., LLC; Delores W. Johnson",2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-14T00:00:00.000Z,240-988-5727,2016-03-16T06:45:38.000Z,WASHINGTON,DC,1900 TRENTON PLACE SE,38.845345,-76.976371,402051.27,130838.43,20020,54519,27450,27450,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
-76.988592696799998,38.8669364402,12280,291920,ACTIVE,General Business Licenses,400316902629,"Check It Enterprises; Tayron Bennett",2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-14T00:00:00.000Z,202-486-9093,2016-03-16T06:45:38.000Z,WASHINGTON,DC,1920 MARTIN LUTHER KING JR AVENUE SE,38.866929,-76.98859,400990.17,133234.19,20020,53960,28139,28139,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
-76.976572641900006,38.942029446600003,12284,267457,ACTIVE,General Business Licenses,400314901287,Brandon Ellis,2016-01-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,2016-03-28T00:00:00.000Z,202-423-3572,2016-03-30T06:45:30.000Z,WASHINGTON,DC,1920 UPSHUR STREET NE,38.942022,-76.97657,402031.18,141570.32,20018,53974,28151,28151,5,5A,5A09,FIFTH,503,20,NONE,NONE,NONE,NONE
-77.003314766900004,38.886996487499999,13259,173657,ACTIVE,Restaurant,50006930,PETE' S CARRY OUT INC,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-04-01T00:00:00.000Z,9999999999,2016-04-04T06:45:44.000Z,WASHINGTON,DC,212 2ND STREET SE,38.886989,-77.003312,399712.61,135460.95,20003,51529,29989,29989,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.993978175799995,38.893754553,13262,243433,READY TO RENEW,Two Family Rental,64000487,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:52.000Z,WASHINGTON,DC,302 9TH STREET NE,38.893747,-76.993976,400522.6,136211.16,20002,41845,29644,29644,6,6A,6A03,FIRST,107,25,NONE,NONE,NONE,NONE
-77.001791794100001,38.894972085399999,13264,269348,LAPSED,One Family Rental,500514001572,,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,7037279084,2016-04-06T06:45:35.000Z,WASHINGTON,DC,302 D STREET NE,38.894965,-77.00179,399844.76,136346.3,20002,41852,29651,29651,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,CAPITOL HILL BID
-76.978139809,38.883639226699998,11858,166672,ACTIVE,One Family Rental,70102318,CRESCENT PROPERTY MANAGEMENT,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,2025055454,2016-03-21T06:45:39.000Z,WASHINGTON,DC,1826 POTOMAC AVENUE SE,38.883632,-76.978138,401896.87,135088.49,20003,55216,27482,27482,6,6B,6B10,FIRST,108,26,NONE,NONE,NONE,NONE
-77.006330760200001,38.916415496399999,12310,249821,CANCELLED,General Business Licenses,400312002065,LOVE & CARROTS LLC,2014-08-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,2016-03-23T00:00:00.000Z,,2016-03-25T06:45:39.000Z,WASHINGTON,DC,1921 1ST STREET NE,38.916408,-77.006328,399451.17,138726.71,20002,53979,28216,28216,5,5C,5C06,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.975747006600002,38.898508248200002,12312,239449,READY TO RENEW,Dry Cleaners,53002444,"TWO-TEAMS, INC.",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2023964617,2016-03-23T06:46:21.000Z,WASHINGTON,DC,1921 BENNING ROAD NE,38.898501,-76.975745,402104.04,136739.12,20002,53988,28222,28222,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,NONE
-76.997285988900003,38.845976245800003,13342,292604,ACTIVE,Gasoline Dealer,301116000005,AKJK PROPERTIES INC.,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-31T00:00:00.000Z,2025752450,2016-04-04T06:45:45.000Z,WASHINGTON,DC,2917 MARTIN LUTHER KING JR AVENUE SE,38.845969,-76.997284,400235.8,130907.4,20032,43400,29454,29454,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
-76.997285988900003,38.845976245800003,13344,272156,READY TO RENEW,Food Products,930614000029,J&JB CORPORATION,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,9496496466,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2917 MARTIN LUTHER KING JR AVENUE SE,38.845969,-76.997284,400235.8,130907.4,20032,43400,29454,29454,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
-76.997285988900003,38.845976245800003,13345,272151,READY TO RENEW,Food Products,930614000029,J&JB CORPORATION,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,9496496466,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2917 MARTIN LUTHER KING JR AVENUE SE,38.845969,-76.997284,400235.8,130907.4,20032,43400,29454,29454,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
-76.997285988900003,38.845976245800003,13346,272132,READY TO RENEW,Food Products,930614000029,J&JB CORPORATION,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-11T00:00:00.000Z,9496496466,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2917 MARTIN LUTHER KING JR AVENUE SE,38.845969,-76.997284,400235.8,130907.4,20032,43400,29454,29454,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
-77.001562565200004,38.918310289899999,12340,245827,READY TO RENEW,Apartment,500112000400,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2025840190,2016-03-14T06:45:51.000Z,WASHINGTON,DC,308 V STREET NE,38.918303,-77.00156,399864.69,138937.03,20002,40968,28918,28918,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
-77.001807722,38.886677443700002,12346,244342,READY TO RENEW,Restaurant,68004070,SUNNYSIDE GROUP LLC,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2023525083,2016-03-23T06:46:23.000Z,WASHINGTON,DC,303 PENNSYLVANIA AVENUE SE,38.88667,-77.001805,399843.36,135425.53,20003,41446,28934,28934,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.967013883899995,38.8626176677,12351,269195,LAPSED,General Business Licenses,400314902075,"1501 Erie Street LLC; Ronald D. Cole",2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-258-6438,2016-04-06T06:45:35.000Z,WASHINGTON,DC,2933 FORT BAKER DRIVE SE,38.86261,-76.967012,402863.04,132755.23,20020,43033,28608,28608,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
-76.986497375799999,38.9126482323,12383,158817,ACTIVE,Apartment,500112000294,,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-03-23T00:00:00.000Z,,2016-03-25T06:45:39.000Z,WASHINGTON,DC,1855 KENDALL STREET NE,38.912641,-76.986495,401171.26,138308.58,20002,54777,28345,28345,5,5B,5B09,FIFTH,505,23,NONE,NONE,NONE,NONE
-76.957287388200001,38.8858330403,13280,291862,ACTIVE,Apartment,500116000261,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-11T00:00:00.000Z,2024914007,2016-03-14T06:45:52.000Z,WASHINGTON,DC,300 34TH STREET SE,38.885826,-76.957285,403705.99,135332.66,20019,42692,29363,29363,7,7A,7A03,SIXTH,603,32,NONE,NONE,NONE,NONE
-77.001853806599996,38.885922360400002,13291,167934,READY TO RENEW,Two Family Rental,66004004,ERIC & ASTRID LIVERMAN ,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2029654800,2016-03-14T06:45:52.000Z,WASHINGTON,DC,300 3RD STREET SE,38.885915,-77.001852,399839.36,135341.71,20003,42697,29368,29368,6,6B,6B01,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.966803662700002,38.876613792500002,13301,238991,READY TO RENEW,Apartment,64000352,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2916 NELSON PLACE SE,38.876606,-76.966801,402880.72,134308.91,20019,43371,29377,29377,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
-76.977577022099993,38.894624026099997,11946,269094,EXPIRED,Apartment,500114000356,THE KENNEDY,2014-03-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-04-04T00:00:00.000Z,,2016-04-06T06:45:35.000Z,WASHINGTON,DC,1835 D STREET NE,38.894617,-76.977575,401945.4,136307.9,20002,54969,27709,27709,6,6A,6A08,FIFTH,507,25,NONE,NONE,NONE,NONE
-76.995946704,38.927723476600001,13432,270684,ACTIVE,Two Family Rental,500614000248,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-21T00:00:00.000Z,2022990115,2016-03-23T06:46:21.000Z,WASHINGTON,DC,3007 7TH STREET NE,38.927716,-76.995944,400351.66,139981.98,20017,42291,29572,29572,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.986225119899999,38.912190757,11987,271232,READY TO RENEW,Apartment,500114000486,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,9734441983,2016-03-14T06:45:51.000Z,WASHINGTON,DC,1837 KENDALL STREET NE,38.912183,-76.986223,401194.88,138257.8,20002,55013,27792,27792,5,5B,5B09,FIFTH,505,23,NONE,NONE,NONE,NONE
-76.994216351899993,38.916210134899998,12420,239543,READY TO RENEW,General Business Licenses,70104791,NATIONAL CHARITY SERVICES INC,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,4408214332,2016-03-23T06:46:23.000Z,WASHINGTON,DC,1905 BRENTWOOD ROAD NE,38.916203,-76.994214,400501.78,138703.91,20018,54412,28398,28398,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
-76.977650436100006,38.889520346300003,12020,292775,ACTIVE,Two Family Rental,500616000156,,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-04-05T00:00:00.000Z,202 731 0510,2016-04-07T06:45:31.000Z,WASHINGTON,DC,1829 EAST CAPITOL STREET SE,38.889513,-76.977648,401939.17,135741.35,20003,55274,27875,27875,6,6B,6B10,FIRST,108,26,NONE,NONE,NONE,NONE
-76.9209745024,38.893161982599999,13322,158780,EXPIRED,Apartment,500112000255,"ARNETTE ENTERPRISES,INCORPORATED",2014-03-01T00:00:00.000Z,2016-02-28T00:00:00.000Z,2016-04-04T00:00:00.000Z,2029999999,2016-04-06T06:45:35.000Z,WASHINGTON,DC,301 56TH STREET NE,38.893155,-76.920972,406855.83,136148.33,20019,42172,29426,29426,7,7C,7C02,SIXTH,608,31,NONE,NONE,NONE,NONE
-76.916622749400005,38.893101213900003,13335,158833,LAPSED,Apartment,500112000311,CLIENT FIRST MANAGEMENT LLC,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,2023914282,2016-04-06T06:45:35.000Z,WASHINGTON,DC,300 59TH STREET NE,38.893094,-76.91662,407233.36,136141.92,20019,42705,29435,29435,7,7C,7C05,SIXTH,608,31,NONE,NONE,NONE,NONE
-76.97317661699999,38.927640205,12482,270052,LAPSED,One Family Rental,500514902424,"IJS Limited LLC; Clementina Maduforo",2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-498-2136,2016-04-06T06:45:35.000Z,WASHINGTON,DC,2911 MILLS AVENUE NE,38.927633,-76.973174,402326.06,139973.07,20018,43455,28447,28447,5,5B,5B04,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.97317661699999,38.927640205,12483,268745,ACTIVE,Pesticide Operator,301514000011,EJ'S PEST CONTROL,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-18T00:00:00.000Z,,2016-03-21T06:45:39.000Z,WASHINGTON,DC,2911 MILLS AVENUE NE,38.927633,-76.973174,402326.06,139973.07,20018,43455,28447,28447,5,5B,5B04,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.97317661699999,38.927640205,12484,268742,ACTIVE,Pesticide Applicator,301314000025,EJ'S PEST CONTROL,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-18T00:00:00.000Z,,2016-03-21T06:45:39.000Z,WASHINGTON,DC,2911 MILLS AVENUE NE,38.927633,-76.973174,402326.06,139973.07,20018,43455,28447,28447,5,5B,5B04,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.992677511799997,38.927958434600001,12929,292269,ACTIVE,General Business Licenses,400316001566,LOVE & CARROTS LLC,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-23T00:00:00.000Z,2029999999,2016-03-25T06:45:39.000Z,WASHINGTON,DC,3006 10TH STREET NE,38.927951,-76.992675,400635.13,140008.08,20017,42257,28568,28568,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
-76.963805079500005,38.878747441199998,13370,270212,ACTIVE,Apartment,500114902467,"WCSmith; Anita Baker",2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-03-17T00:00:00.000Z,202-371-1220,2016-03-21T06:45:39.000Z,WASHINGTON,DC,3023 MASSACHUSETTS AVENUE SE,38.87874,-76.963803,403140.82,134545.86,20019,41741,29491,29491,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
-77.001810566700001,38.830786387400003,13379,292224,ACTIVE,One Family Rental,500516002334,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-22T00:00:00.000Z,202-388-7794,2016-03-24T06:45:39.000Z,WASHINGTON,DC,301 ATLANTIC STREET SE,38.830779,-77.001808,399842.99,129221.22,20032,42180,29494,29494,8,8D,8D03,SEVENTH,708,39,NONE,NONE,NONE,NONE
-76.980624916899998,38.928751231100001,13387,292486,ACTIVE,One Family Rental,500516002423,ALEX CAMACHO JR,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-29T00:00:00.000Z,2029999999,2016-03-31T06:45:38.000Z,WASHINGTON,DC,3007 17TH STREET NE,38.928744,-76.980623,401680.19,140096.24,20018,42285,29507,29507,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
-77.007956961100007,38.956759065200004,12959,147107,EXPIRED,General Business Licenses,400312900183,"Faith Strategies; Rev. Graylan Scott Hagler",2014-03-01T00:00:00.000Z,2016-02-28T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-302-0307,2016-04-06T06:45:35.000Z,WASHINGTON,DC,30 KENNEDY STREET NE,38.956752,-77.007955,399310.53,143205.21,20011,42659,29280,29280,4,4B,4B08,FOURTH,406,17,NONE,NONE,NONE,NONE
-76.963493283199995,38.877270958099999,12975,270974,READY TO BATCH PRINT,One Family Rental,500514002084,,2016-05-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,2016-04-04T00:00:00.000Z,2025440553,2016-04-06T06:45:35.000Z,WASHINGTON,DC,3036 M PLACE SE,38.877264,-76.963491,403167.94,134381.97,20019,41336,28624,28624,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
-76.970405034400002,38.928045090399998,12982,291728,ACTIVE,General Business Licenses,400316902512,"Oralyn L Bevineau; Oralyn L Bevineau",2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-09T00:00:00.000Z,202-262-7223,2016-03-10T06:45:46.000Z,WASHINGTON,DC,3006 26TH STREET NE,38.928038,-76.970403,402566.37,140018.09,20018,42264,28635,28635,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.950627095100003,38.890732054799997,13221,245654,READY TO RENEW,One Family Rental,500512001954,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,,2016-03-14T06:45:51.000Z,WASHINGTON,DC,30 BURNS STREET NE,38.890725,-76.950625,404283.55,135876.78,20019,42650,29211,29211,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
-76.971418398200001,38.928087952,12998,269199,LAPSED,General Business Licenses,400314902085,"Great Thinkers creative agency; Jeremy Brooks",2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2016-04-04T00:00:00.000Z,202-821-3301,2016-04-06T06:45:35.000Z,WASHINGTON,DC,3004 25TH STREET NE,38.92808,-76.971416,402478.5,140022.82,20018,42419,28669,28669,5,5B,5B02,FIFTH,503,22,NONE,NONE,NONE,NONE
-76.977796242699995,38.9199052779,12145,169814,ACTIVE,Consumer Goods (Auto Repair),70102634,Y & G AUTO REPAIR & BODY SHOP LLC,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-03-22T00:00:00.000Z,2405331339,2016-03-24T06:45:38.000Z,WASHINGTON,DC,1851 ADAMS STREET NE,38.919898,-76.977794,401925.7,139114.32,20018,54753,28268,28268,5,5B,5B02,FIFTH,505,22,NONE,NONE,NONE,NONE
-76.964830644900005,38.921119841,13020,271338,READY TO RENEW,One Family Rental,500514902958,"Tanesha Richardson Rentals; Tanesha Richardson",2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,202-465-6060,2016-03-14T06:45:52.000Z,WASHINGTON,DC,3015 ADAMS STREET NE,38.921112,-76.964828,403050.02,139249.5,20018,41917,28724,28724,5,5B,5B09,FIFTH,503,24,NONE,NONE,NONE,NONE
-76.990488702099995,38.9289406336,11680,270041,ACTIVE,One Family Rental,500514001806,,2016-04-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,2016-03-25T00:00:00.000Z,2023410341,2016-03-28T06:45:33.000Z,WASHINGTON,DC,3107 12TH STREET NE,38.928933,-76.990486,400824.91,140117.13,20017,40412,27148,27148,5,5A,5A07,FIFTH,504,22,NONE,NONE,NONE,NONE
-76.977815686400007,38.8874237677,11695,292054,ACTIVE,One Family Rental,500516902678,Jennifer Fritschi,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-16T00:00:00.000Z,202-538-5841,2016-03-18T06:45:40.000Z,WASHINGTON,DC,1833 INDEPENDENCE AVENUE SE,38.887416,-76.977813,401924.89,135508.61,20003,55153,27184,27184,6,6B,6B10,FIRST,108,26,NONE,NONE,NONE,NONE
-76.993504431199995,38.887171837300002,13600,245669,READY TO RENEW,Two Family Rental,500612000203,,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2022377883,2016-03-14T06:45:52.000Z,WASHINGTON,DC,210 9TH STREET SE,38.887164,-76.993502,400563.75,135480.43,20003,51839,29762,29762,6,6B,6B05,FIRST,107,26,NONE,NONE,NONE,NONE
-76.998702699399999,38.925987637200002,15005,240986,READY TO RENEW,Home Improvement Contractor,70104765,MAR CONSTRUCTION LLC,2014-06-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,2016-03-10T00:00:00.000Z,2023592977,2016-03-14T06:45:52.000Z,WASHINGTON,DC,2810 6TH STREET NE,38.92598,-76.9987,400112.69,139789.28,20017,44489,32014,32014,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
-77.003095153199993,38.901967682399999,13645,269174,ACTIVE,One Family Rental,500514001494,,2016-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,2016-03-17T00:00:00.000Z,2023167521,2016-03-21T06:45:39.000Z,WASHINGTON,DC,210 PARKER STREET NE,38.90196,-77.003093,399731.72,137122.87,20002,51858,29839,29839,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,NONE
